藏,书名,题材,朝代,页数,推荐优先级,知名度,理由
佛藏,佛说箭喻经,佛教故事,魏晋南北朝,1,中,中,毒箭喻著名譬喻，思想性强
佛藏,佛说譬喻经,佛教故事,隋唐,1,中,中,安世高系譬喻，有寓言可读性
佛藏,佛说譬喻经,佛教故事,隋唐,1,中,中,安世高系譬喻，有寓言可读性
佛藏,佛说阎罗王五天使者经,佛教故事,魏晋南北朝,1,中,中,阎罗五天使说，影响地狱观念
佛藏,佛说阎罗王五天使者经,佛教故事,魏晋南北朝,1,中,中,阎罗五天使说，影响地狱观念
佛藏,佛说鸯崛髻经,佛教故事,魏晋南北朝,1,中,中,央掘魔罗弃恶向善，故事性强
佛藏,佛说鸯崛髻经,佛教故事,魏晋南北朝,1,中,中,央掘魔罗弃恶向善，故事性强
佛藏,佛说鸯掘摩经,佛教故事,魏晋南北朝,1,中,中,央掘魔罗弃恶向善异本，故事性强
佛藏,佛说鸯掘摩经,佛教故事,魏晋南北朝,1,中,中,央掘魔罗弃恶向善异本，故事性强
佛藏,佛说鹿母经,佛教故事,魏晋南北朝,1,中,中,鹿母舍命护子本生，有感人情节
佛藏,佛说鹿母经,佛教故事,魏晋南北朝,2,中,中,鹿母舍命护子本生，有感人情节
佛藏,入唐求法巡礼行记,佛教故事,隋唐,9,中,中,圆仁求法日记有史料价值偏专门
佛藏,南海观音菩萨出身修行传,佛教故事,明,5,中,中,观音传说有故事性民间流传广
佛藏,定应大师布袋和尚传,佛教故事,宋,1,中,中,布袋和尚即弥勒民间知名度高
佛藏,达摩出身传灯传,佛教故事,明,6,中,中,达摩传说民间知名度较高
佛藏,达摩宝传,佛教故事,明,10,中,中,达摩传说民间知名度较高
佛藏,高僧传,佛教故事,魏晋南北朝,12,中,中,梁慧皎高僧传史料经典但偏专门
佛藏,高僧传,佛教故事,魏晋南北朝,8,中,中,梁慧皎高僧传史料经典但偏专门
史藏,高僧传,佛教故事,魏晋南北朝,9,中,中,名僧传记集，文化价值高但说教偏重
诗藏,六十种曲义侠记,戏曲剧本,明,15,中,中,武松故事传奇，借水浒名气但偏专
诗藏,六十种曲水浒记,戏曲剧本,明,14,中,中,阎婆惜故事传奇，借水浒名气但偏专
诗藏,六十种曲焚香记,戏曲剧本,明,10,中,中,王魁桂英故事传奇，负心题材知名
诗藏,六十种曲琴心记,戏曲剧本,明,11,中,中,司马相如卓文君传奇，私奔故事知名
诗藏,六十种曲精忠记,戏曲剧本,明,8,中,中,岳飞精忠故事传奇，题材知名但偏专
诗藏,六十种曲西厢记-明-崔时佩,戏曲剧本,明,9,中,中,南曲西厢改本，借名剧光环但逊原作
诗藏,弦索西厢,戏曲剧本,明,14,中,中,西厢说唱改本，借名剧但偏曲艺专门
诗藏,新缀白裘,戏曲剧本,清,17,中,中,昆曲折子戏选集，舞台经典但偏专
诗藏,綴白裘,戏曲剧本,清,153,中,中,昆曲折子戏大全，舞台经典但浩繁偏专
诗藏,聊斋俚曲集,戏曲剧本,清,121,中,中,蒲松龄方言唱曲，借聊斋名气但偏曲艺
诗藏,花笺记,戏曲剧本,明,4,中,中,粤调说唱才子书，岭南名作但偏曲艺
诗藏,西游记戏文,戏曲剧本,明,10,中,中,据西游记改编戏文，借名著但偏专
集藏,燕子笺,戏曲剧本,明,2,中,中,阮大铖名剧，戏曲史有名
佛藏,觅灯因话,文言小说,明,2,中,中,剪灯系列志怪传奇有可读性
史藏,博异志,文言小说,隋唐,1,中,中,唐传奇志怪集，神异故事可读
史藏,开河记,文言小说,隋唐,1,中,中,记隋炀帝开运河虐民，传奇有看点
史藏,汉杂事秘辛,文言小说,魏晋南北朝,1,中,中,记汉宫选后秘事，香艳有看点
史藏,汉武帝别国洞冥记,文言小说,魏晋南北朝,1,中,中,郭宪记武帝神异，志怪奇幻可读
史藏,河东记,文言小说,隋唐,2,中,中,唐传奇志怪集，神异故事可读
史藏,绛云楼俊遇,文言小说,清,1,中,中,记钱谦益柳如是情事，香艳有看点
史藏,赵后遗事,文言小说,宋,1,中,中,记赵飞燕姐妹宫闱秘事，香艳可读
史藏,还冤记,文言小说,魏晋南北朝,1,中,中,颜之推记冤报志怪，因果故事可读
子藏,三水小牍,文言小说,隋唐,3,中,中,唐代传奇志怪，有名篇可读性佳
子藏,列异传,文言小说,魏晋南北朝,2,中,中,早期志怪要籍，资料价值高篇幅短
子藏,剧谈录,文言小说,隋唐,2,中,中,唐代轶事传奇，可读性较好
子藏,右台仙馆笔记,文言小说,清,12,中,中,俞樾志怪笔记，可读性较好
子藏,夜谭随录,文言小说,清,17,中,中,仿聊斋志怪集，故事性强可读
子藏,夜雨秋灯录,文言小说,清,5,中,中,仿聊斋志怪集，文笔佳可读性好
子藏,汉武帝内传,文言小说,魏晋南北朝,1,中,中,汉武求仙传奇，神异故事流传广
子藏,汉武故事,文言小说,魏晋南北朝,1,中,中,汉武帝轶事传奇，故事性较强
子藏,炀帝开河记,文言小说,隋唐,1,中,中,隋炀帝开河传奇，故事性较强篇幅短
子藏,炀帝迷楼记,文言小说,隋唐,1,中,中,隋炀帝迷楼传奇，故事性较强篇幅短
子藏,红楼余梦,文言小说,清,1,中,中,红楼续梦短篇，借名著光环但篇短
子藏,绿珠传,文言小说,宋,1,中,中,绿珠坠楼传奇，故事知名但篇极短
子藏,赵飞燕别传,文言小说,宋,1,中,中,飞燕外传别本，宫闱故事知名但篇短
子藏,隋炀帝海山记,文言小说,宋,2,中,中,隋炀帝荒淫故事，宫闱传奇可读
子藏,非烟传,文言小说,隋唐,1,中,中,步非烟殉情传奇，唐传奇名篇但篇短
集藏,剑侠传,文言小说,宋,3,中,中,唐宋剑侠传辑录，武侠源头有趣
集藏,女聊斋志异,文言小说,清,26,中,中,女性志怪故事集，依托聊斋有读者
子藏,天妃显圣录,神话寓言,清,8,中,中,妈祖灵迹故事，民俗信仰流传广
子藏,岭南摭怪,神话寓言,元,3,中,中,越南神话传说集，奇异可读偏小众
子藏,海内十洲记,神话寓言,魏晋南北朝,1,中,中,方士海外仙洲奇述，神话色彩浓
子藏,神异经,神话寓言,魏晋南北朝,1,中,中,仿山海经志异，神话趣味但篇幅极短
道藏,十洲记,神话寓言,汉,1,中,中,古代地理神话，奇想有趣但篇短
道藏,吕祖志,神话寓言,明,8,中,中,吕洞宾仙话，有趣味但偏宗教
道藏,墉城集仙录,神话寓言,隋唐,3,中,中,女仙仙话汇编，有趣味偏专门
道藏,汉武帝内传,神话寓言,魏晋南北朝,2,中,中,汉武求仙故事，奇幻有趣偏短
道藏,玄天上帝启圣录,神话寓言,元,4,中,中,真武灵验故事，有趣味偏宗教
道藏,穆天子传,神话寓言,先秦,1,中,中,周穆王西游传说，古老有趣篇短
道藏,纯阳帝君神化妙通纪,神话寓言,元,4,中,中,吕洞宾神化故事，有趣偏宗教
集藏,雷峰宝卷,神话寓言,清,19,中,中,白蛇宝卷，借白蛇传势有缘
道藏,西游真诠,章回小说,清,19,中,中,西游记金丹评注本，专门偏冷
集藏,七剑十三侠,章回小说,清,23,中,中,清代武侠小说，可读性尚可
集藏,万花楼,章回小说,清,14,中,中,狄青杨家将题材，通俗可读
集藏,三侠剑,章回小说,清,136,中,中,清代长篇武侠，通俗但冗长
集藏,三宝太监西洋记,章回小说,明,64,中,中,郑和下西洋神魔小说，题材有趣
集藏,三遂平妖传,章回小说,明,4,中,中,神魔小说，王则起义题材可读
集藏,东汉演义,章回小说,清,7,中,中,东汉历史演义，通俗可读
集藏,东西晋演义,章回小说,明,35,中,中,两晋历史演义，可读偏小众
集藏,东西汉演义,章回小说,明,17,中,中,两汉历史演义，通俗可读
集藏,九命奇冤,章回小说,清,6,中,中,晚清四大谴责派公案小说之一
集藏,九尾龟,章回小说,清,52,中,中,晚清狭邪小说代表，有知名度
集藏,乾隆游江南,章回小说,清,17,中,中,乾隆下江南民间传说，通俗
集藏,二度梅全传,章回小说,清,13,中,中,梅良玉故事，民间流传通俗
集藏,于少保萃忠全传,章回小说,明,7,中,中,于谦忠臣传，题材正面可读
集藏,五虎平南,章回小说,清,8,中,中,狄青征南续书，通俗武侠
集藏,五虎征西,章回小说,清,33,中,中,狄青征西题材，通俗武侠
集藏,八仙得道,章回小说,民国,16,中,中,八仙故事，民间熟知通俗
集藏,刘公案,章回小说,清,10,中,中,刘墉公案小说，民间通俗
集藏,刘墉传奇,章回小说,清,23,中,中,刘罗锅传奇，民间熟知通俗
集藏,南北史演义,章回小说,民国,22,中,中,蔡东藩历史演义，通俗可读
集藏,反唐演义全传,章回小说,清,10,中,中,薛刚反唐题材，民间通俗
集藏,后水浒传,章回小说,清,11,中,中,水浒续书，依托名著有读者
集藏,后红楼梦,章回小说,清,17,中,中,红楼续书，依托名著有读者
集藏,后西游记,章回小说,清,20,中,中,西游续书，依托名著有读者
集藏,吴三桂演义,章回小说,清,11,中,中,吴三桂历史演义，题材有知名度
集藏,呼家将,章回小说,清,27,中,中,呼延庆杨家将题材，民间通俗
集藏,唐三藏西游厄释传,章回小说,明,10,中,中,西游记简本，依托名著有价值
集藏,唐祝文周四杰传,章回小说,民国,26,中,中,江南四大才子题材，通俗有趣
集藏,唐钟馗全传,章回小说,明,4,中,中,钟馗捉鬼题材，民间熟知
集藏,四游记,章回小说,明,12,中,中,东南西北游记合集，神魔通俗
集藏,天妃娘妈传,章回小说,明,5,中,中,妈祖故事，沿海信仰有知名度
集藏,女仙外史,章回小说,清,38,中,中,唐赛儿起义神魔小说，题材有趣
集藏,好逑传,章回小说,清,8,中,中,才子佳人名作，曾译介海外
集藏,姑妄言,章回小说,清,34,中,中,清代世情奇书，篇幅大偏色情
集藏,小五义,章回小说,清,32,中,中,三侠五义续书，侠义通俗
集藏,康熙侠义传,章回小说,清,146,中,中,即施公案续，黄天霸侠义通俗
集藏,开辟演义,章回小说,明,8,中,中,开天辟地神话演义，题材有趣
集藏,张文祥刺马案,章回小说,清,7,中,中,刺马案题材，民间熟知有戏剧性
集藏,彭公案,章回小说,清,50,中,中,彭朋公案侠义小说，通俗流传
集藏,恨海,章回小说,清,7,中,中,吴趼人苦情小说，有文学地位
集藏,斩鬼传,章回小说,清,5,中,中,钟馗斩鬼讽刺小说，诙谐有趣
集藏,断鸿零雁记,章回小说,民国,6,中,中,苏曼殊言情名作，有文学地位
集藏,新石头记,章回小说,清,10,中,中,晚清科幻续红楼，新奇但偏小众
集藏,新镌绣像麴头陀济颠全传,章回小说,明,16,中,中,济公题材有趣味，但版本繁杂偏小众
集藏,明代宫闱史,章回小说,民国,45,中,中,宫闱演义有八卦看点，质量一般
集藏,春秋列国志传,章回小说,明,62,中,中,列国故事早期演义，叙事略粗
集藏,昭君艳史演义,章回小说,清,5,中,中,王昭君故事有大众基础
集藏,桃花女阴阳斗传,章回小说,清,6,中,中,民间斗法故事有趣味
集藏,梼杌闲评,章回小说,明,53,中,中,写魏忠贤历史小说，有看点
集藏,歇浦潮,章回小说,民国,56,中,中,民国上海社会小说，篇幅大可读
集藏,武则天四大奇案,章回小说,清,12,中,中,武则天公案题材有吸引力
集藏,武则天外史,章回小说,清,4,中,中,武则天题材通俗，有大众缘
集藏,残唐五代史演义传,章回小说,明,14,中,中,五代演义讲史，故事性尚可
集藏,水浒新传,章回小说,民国,16,中,中,现代续写水浒，借势有读者
集藏,汉代宫廷艳史,章回小说,民国,49,中,中,宫廷艳史有八卦看点
集藏,洪秀全演义,章回小说,清,11,中,中,太平天国题材，历史兴味强
集藏,海公大小红袍全传,章回小说,清,27,中,中,海瑞公案故事，有大众缘
集藏,清代宫廷艳史,章回小说,民国,26,中,中,清宫艳史有八卦看点
集藏,清宫十三朝演义,章回小说,民国,53,中,中,清宫演义大部头，有大众读者
集藏,狄青演义,章回小说,清,17,中,中,狄青故事有大众基础
集藏,玉娇梨,章回小说,清,11,中,中,才子佳人名作，曾传至海外
集藏,留东外史,章回小说,民国,39,中,中,民国留日黑幕小说，有史料趣味
集藏,痛史,章回小说,清,10,中,中,吴趼人历史小说，反清有力
集藏,粉妆楼全传,章回小说,清,18,中,中,罗成后代侠义小说，有大众缘
集藏,红楼圆梦,章回小说,清,22,中,中,红楼续书，借势有读者
集藏,红楼复梦,章回小说,清,53,中,中,红楼续书大部头，借势有读者
集藏,红楼幻梦,章回小说,清,17,中,中,红楼续书，借势有读者
集藏,红楼梦补,章回小说,清,20,中,中,红楼续书中较佳者
集藏,续三国演义,章回小说,清,34,中,中,三国续书，借势有读者
集藏,续小五义,章回小说,清,7,中,中,小五义续书，侠义可读
集藏,续济公传,章回小说,清,49,中,中,济公续传，借势趣味足
集藏,续红楼梦,章回小说,清,26,中,中,红楼续书，借势有读者
集藏,续西游记,章回小说,明,35,中,中,西游续书，借势有读者
集藏,胡雪岩外传,章回小说,清,5,中,中,胡雪岩题材，名人传记有看点
集藏,花月痕,章回小说,清,28,中,中,狭邪言情名作，文采较高
集藏,蔡东藩两晋演义,章回小说,民国,19,中,中,蔡东藩历史演义，普及性强
集藏,蔡东藩五代史演义,章回小说,民国,18,中,中,蔡东藩历史演义，普及性强
集藏,蔡东藩元史演义,章回小说,民国,16,中,中,蔡东藩历史演义，普及性强
集藏,蔡东藩前汉演义,章回小说,民国,19,中,中,蔡东藩历史演义，普及性强
集藏,蔡东藩南北史演义,章回小说,民国,31,中,中,蔡东藩历史演义，普及性强
集藏,蔡东藩后汉演义,章回小说,民国,16,中,中,蔡东藩历史演义，普及性强
集藏,蔡东藩唐史演义,章回小说,民国,16,中,中,蔡东藩历史演义，普及性强
集藏,蔡东藩宋史演义,章回小说,民国,18,中,中,蔡东藩历史演义，普及性强
集藏,蔡东藩明史演义,章回小说,民国,16,中,中,蔡东藩历史演义，普及性强
集藏,蔡东藩民国演义,章回小说,民国,41,中,中,蔡东藩历史演义，普及性强
集藏,蔡东藩清史演义,章回小说,民国,24,中,中,蔡东藩历史演义，普及性强
集藏,西太后艳史演义,章回小说,民国,18,中,中,慈禧题材演义，有八卦看点
集藏,西施艳史演义,章回小说,民国,5,中,中,西施题材，名人故事有缘
集藏,观音菩萨传奇,章回小说,清,27,中,中,观音传说题材，有大众缘
集藏,说呼全传,章回小说,清,9,中,中,呼家将故事，有大众基础
集藏,貂蝉艳史演义,章回小说,民国,5,中,中,貂蝉题材，名人故事有缘
集藏,贵妃艳史演义,章回小说,民国,5,中,中,杨贵妃题材，名人故事有缘
集藏,野叟曝言,章回小说,清,33,中,中,清代百科式长篇，奇书有名
集藏,铁冠图,章回小说,清,6,中,中,明末李自成题材，故事性强
集藏,隋代宫闱史,章回小说,清,24,中,中,隋宫闱演义，有八卦看点
集藏,隋史遗文,章回小说,明,26,中,中,隋唐英雄演义底本，故事性强
集藏,隋唐野史,章回小说,清,22,中,中,隋唐题材野史演义，有看点
集藏,隋炀帝艳史,章回小说,明,21,中,中,隋炀帝题材有看点，文采尚可
集藏,青红帮演义,章回小说,民国,7,中,中,青红帮题材，有江湖看点
集藏,韩湘子全传,章回小说,明,14,中,中,八仙度化神魔小说有一定民俗趣味
集藏,飞龙全传,章回小说,清,28,中,中,赵匡胤发迹英雄演义有一定可读性
集藏,魏忠贤小说斥奸书,章回小说,明,8,中,中,时事政治小说揭阉党有史料趣味
集藏,黑籍冤魂,章回小说,清,6,中,中,晚清谴责小说写鸦片祸害有警世意义
集藏,龙凤再生缘,章回小说,清,25,中,中,弹词改编续书有一定故事性
儒藏,今世说,笔记小说,清,6,中,中,仿世说体清代名士轶事可读性好
儒藏,孔子家语,笔记小说,魏晋南北朝,13,中,中,孔子言行集知名度高偏说理
儒藏,孔子家语,笔记小说,魏晋南北朝,8,中,中,孔子言行集知名度高偏说理
儒藏,韩诗外传,笔记小说,汉,13,中,中,引诗说事故事杂糅偏说理
史藏,世载堂杂忆,笔记小说,民国,17,中,中,民国掌故杂忆近代有可读性
史藏,东坡乌台诗案,笔记小说,宋,2,中,中,苏轼诗案纪实题材知名有故事性
史藏,东轩笔录,笔记小说,宋,6,中,中,宋代朝野轶事有掌故可读性
史藏,书湖州庄氏史狱,笔记小说,清,1,中,中,庄氏明史案题材，文字狱故事有张力
史藏,京尘杂录,笔记小说,清,2,中,中,记京城梨园伶人旧事，有趣味
史藏,入蜀记,笔记小说,宋,3,中,中,陆游入蜀日记，游记名篇可读
史藏,北狩行录,笔记小说,宋,1,中,中,靖康徽钦北掳实录，题材有冲击
史藏,北狩见闻录,笔记小说,宋,1,中,中,记宋帝被掳见闻，悲史有看点
史藏,南唐近事,笔记小说,宋,1,中,中,南唐宫廷逸事，故事性尚可
史藏,名人轶事,笔记小说,民国,4,中,中,近代名人轶事辑，有八卦趣味
史藏,吴船录,笔记小说,宋,1,中,中,范成大蜀中游记，名家游记可读
史藏,咸同将相琐闻,笔记小说,清,1,中,中,晚清将相轶闻，名人八卦有趣
史藏,咸淳遗事,笔记小说,元,2,中,中,记南宋末事，亡国题材有看点
史藏,唐阙史,笔记小说,隋唐,2,中,中,唐人补史逸事，故事性尚可
史藏,国闻备乘,笔记小说,民国,5,中,中,胡思敬记晚清政闻，掌故有料
史藏,圆明园总管世家,笔记小说,民国,1,中,中,圆明园世家轶事，话题性尚可
史藏,多铎妃刘氏外传,笔记小说,清,1,中,中,清初宫闱外传，宫廷八卦有趣
史藏,宋人轶事汇编,笔记小说,民国,98,中,中,宋人轶事大汇编，故事多但工具书
史藏,庭闻录,笔记小说,清,7,中,中,记吴三桂始末，三藩题材有看点
史藏,开天传信记,笔记小说,隋唐,1,中,中,记开元天宝逸闻，唐宫趣事可读
史藏,拳变馀闻,笔记小说,清,2,中,中,记庚子义和团事，史事有看点
史藏,旧京琐记,笔记小说,民国,6,中,中,记老北京风俗掌故，怀旧趣味
史藏,明皇杂录,笔记小说,隋唐,2,中,中,郑处诲记唐玄宗朝逸事，可读
史藏,松窗杂录,笔记小说,隋唐,1,中,中,记唐宫诗事逸闻，趣味尚可
史藏,栖霞阁野乘,笔记小说,清,5,中,中,记清代野史轶闻，八卦有趣
史藏,次柳氏旧闻,笔记小说,隋唐,1,中,中,记唐玄宗朝旧闻，宫廷逸事可读
史藏,沪游梦影,笔记小说,清,1,中,中,记晚清上海洋场风情，新奇有趣
史藏,清代名人轶事,笔记小说,清,12,中,中,辑清代名人轶事，八卦趣味多
史藏,清代野记,笔记小说,清,5,中,中,记清代宫闱政界野史，八卦有料
史藏,玉镜新谭,笔记小说,明,10,中,中,记魏忠贤阉党祸国，史事有戏剧性
史藏,研堂见闻杂记,笔记小说,清,2,中,中,记明末清初江南乱事，有看点
史藏,花随人圣盦摭忆,笔记小说,民国,2,中,中,黄濬记晚清民国掌故，史料有料
史藏,见闻琐录,笔记小说,清,12,中,中,记晚清社会见闻，故事性尚可
史藏,觚剩及续编,笔记小说,清,8,中,中,钮琇记明末清初奇闻，故事生动
史藏,近代名人轶事录,笔记小说,民国,3,中,中,辑近代名人轶事，八卦趣味
史藏,隋唐嘉话,笔记小说,隋唐,6,中,中,隋唐轶事掌故，可读但较零碎
子藏,云溪友议,笔记小说,隋唐,3,中,中,唐代诗话轶事，可读性较好
子藏,云谿友议,笔记小说,隋唐,3,中,中,唐代诗话轶事，与云溪友议同书异写
子藏,仇池笔记,笔记小说,宋,8,中,中,苏轼杂记，文趣可读偏小众
子藏,冷斋夜话,笔记小说,宋,9,中,中,惠洪记诗话轶闻，可读性较好
子藏,刘宾客嘉话录,笔记小说,隋唐,4,中,中,刘禹锡谈艺轶事，可读性较好
子藏,北梦琐言,笔记小说,五代,10,中,中,唐末五代轶事，可读性较好
子藏,唐国史补,笔记小说,隋唐,5,中,中,唐代典实轶事，史料价值高可读
子藏,唐摭言,笔记小说,五代,12,中,中,唐代科举轶事，可读性较好
子藏,唐新语,笔记小说,隋唐,6,中,中,仿世说记唐人言行，可读性较好
子藏,唐语林,笔记小说,宋,12,中,中,唐代轶事类编，可读性较好
子藏,因话录,笔记小说,隋唐,2,中,中,赵璘记唐代轶事，可读性较好
子藏,大唐新语,笔记小说,隋唐,10,中,中,仿世说记唐人言行，可读性较好
子藏,客窗闲话,笔记小说,清,15,中,中,清代志怪故事集，可读性较好
子藏,宣室志,笔记小说,隋唐,6,中,中,张读志怪传奇，可读性较好
子藏,封氏闻见记,笔记小说,隋唐,5,中,中,封演记唐代典制见闻，史料价值高
子藏,小豆棚,笔记小说,清,18,中,中,仿聊斋志怪集，故事性较强可读
子藏,履园丛话,笔记小说,清,45,中,中,钱泳见闻丛谈，内容广博可读
子藏,广异记,笔记小说,隋唐,7,中,中,戴孚志怪集，故事丰富可读
子藏,异苑,笔记小说,魏晋南北朝,5,中,中,刘敬叔志怪集，故事丰富可读
子藏,归潜志,笔记小说,辽金,5,中,中,刘祁记金末史事人物，史料价值高
子藏,归田录,笔记小说,宋,2,中,中,欧阳修朝野轶事随笔，文佳可读
子藏,教坊记,笔记小说,隋唐,1,中,中,唐代教坊乐舞记述，史料价值高篇幅短
子藏,朝野佥载,笔记小说,隋唐,5,中,中,张鷟记唐代朝野轶事，生动可读
子藏,殷芸小说,笔记小说,魏晋南北朝,4,中,中,殷芸辑古小说，资料价值高可读
子藏,池北偶谈,笔记小说,清,33,中,中,王士禛见闻杂谈，内容广博可读
子藏,洞冥记,笔记小说,魏晋南北朝,2,中,中,汉武求仙神异故事，瑰奇可读
子藏,清异录,笔记小说,宋,29,中,中,陶谷记名物典故，新奇有趣可读
子藏,独异志,笔记小说,隋唐,5,中,中,李冗志怪异闻集，故事丰富可读
子藏,甘泽谣,笔记小说,隋唐,2,中,中,唐传奇集含红线等名篇，可读但偏专
子藏,癸辛杂识,笔记小说,宋,12,中,中,周密宋末杂识，史料丰富但偏考据
子藏,类说,笔记小说,宋,176,中,中,曾慥辑录百家小说，资料价值高但庞杂
子藏,续世说,笔记小说,宋,12,中,中,仿世说体记唐宋轶事，可读但逊原作
子藏,续夷坚志,笔记小说,辽金,5,中,中,元好问续夷坚志怪，志怪故事可读
子藏,老学庵笔记,笔记小说,宋,7,中,中,陆游名家笔记，掌故丰富但偏考据
子藏,艳异编,笔记小说,明,67,中,中,王世贞辑艳情志怪，故事丰富但庞杂
子藏,萤窗异草,笔记小说,清,10,中,中,清代志怪小说集，仿聊斋故事可读
子藏,说郛,笔记小说,元,601,中,中,陶宗仪辑大型丛书，资料宝库但浩繁
子藏,谐铎,笔记小说,清,12,中,中,沈起凤寓言志怪，讽喻生动有可读性
子藏,辍耕录,笔记小说,元,23,中,中,陶宗仪元末杂记，史料丰富偏考据
子藏,集异记,笔记小说,隋唐,1,中,中,唐传奇含旗亭画壁等名篇，故事好但残
子藏,青楼集,笔记小说,元,3,中,中,夏庭芝记元代名伶，戏曲史料珍贵但专
子藏,风俗通义,笔记小说,汉,5,中,中,应劭考辨风俗神怪，含名怪谈但偏考据
子藏,鹤林玉露,笔记小说,宋,6,中,中,罗大经文人杂记，清谈可读但偏议论
子藏,齐东野语,笔记小说,宋,13,中,中,周密记宋末掌故，史料丰富偏考据
诗藏,本事诗,笔记小说,隋唐,1,中,中,孟棨记唐诗本事，含名篇情事但偏诗话
集藏,古今笑史,笔记小说,明,50,中,中,冯梦龙笑话集古今谭概，诙谐
集藏,广笑府,笔记小说,明,6,中,中,冯梦龙笑话集，诙谐通俗
集藏,笑得好,笔记小说,清,12,中,中,清代笑话集，幽默可读
