藏,书名,题材,朝代,页数,推荐优先级,知名度,理由
诗藏,六十种曲彩毫记,戏曲剧本,明,9,中,低,屠隆写李白传奇，文采佳但小众
诗藏,六十种曲怀香记,戏曲剧本,明,10,中,低,明传奇才子佳人剧，可读但小众
诗藏,六十种曲投梭记,戏曲剧本,明,15,中,低,谢鲲故事传奇，偏专小众
诗藏,六十种曲明珠记,戏曲剧本,明,10,中,低,无双传改编传奇，故事佳但小众
诗藏,六十种曲春芜记,戏曲剧本,明,6,中,低,明传奇爱情剧，可读但小众
诗藏,六十种曲灌园记,戏曲剧本,明,11,中,低,田单复国故事传奇，偏专小众
诗藏,六十种曲玉合记,戏曲剧本,明,10,中,低,柳氏传改编传奇，故事佳但小众
诗藏,六十种曲玉玦记,戏曲剧本,明,17,中,低,明传奇负心题材剧，可读但小众
诗藏,六十种曲玉环记,戏曲剧本,明,15,中,低,韦皋玉箫故事传奇，偏专小众
诗藏,六十种曲玉镜台记,戏曲剧本,明,7,中,低,温峤娶妇故事传奇，偏专小众
诗藏,六十种曲种玉记,戏曲剧本,明,12,中,低,明传奇姻缘题材剧，可读但小众
诗藏,六十种曲紫箫记,戏曲剧本,明,19,中,低,汤显祖早期未竟剧，文采佳但小众
诗藏,六十种曲红梨记,戏曲剧本,明,7,中,低,赵汝州谢素秋传奇，爱情可读但小众
诗藏,六十种曲节侠记,戏曲剧本,明,13,中,低,唐代节侠故事传奇，偏专小众
诗藏,六十种曲蕉帕记,戏曲剧本,明,15,中,低,明传奇才子佳人剧，可读但小众
诗藏,六十种曲西楼记,戏曲剧本,明,19,中,低,袁于令才子佳人传奇，可读但小众
诗藏,六十种曲赠书记,戏曲剧本,明,13,中,低,明传奇姻缘题材剧，可读但小众
诗藏,六十种曲运甓记,戏曲剧本,明,10,中,低,陶侃励志故事传奇，偏专小众
诗藏,六十种曲金莲记,戏曲剧本,明,11,中,低,苏轼生平故事传奇，偏专小众
诗藏,六十种曲金雀记,戏曲剧本,明,12,中,低,明传奇才子佳人剧，可读但小众
诗藏,六十种曲锦笺记,戏曲剧本,明,18,中,低,明传奇爱情题材剧，可读但小众
诗藏,六十种曲霞笺记,戏曲剧本,明,6,中,低,明传奇姻缘题材剧，可读但小众
诗藏,六十种曲飞丸记,戏曲剧本,明,16,中,低,明传奇悲欢离合剧，可读但小众
诗藏,六十种曲香囊记,戏曲剧本,明,10,中,低,张九成故事传奇，偏专说教小众
诗藏,六十种曲鸾鎞记,戏曲剧本,明,6,中,低,鱼玄机题材传奇，偏专小众
诗藏,六十种曲龙膏记,戏曲剧本,明,14,中,低,唐代爱情故事传奇，可读但小众
诗藏,化人游词曲,戏曲剧本,清,3,中,低,丁耀亢神仙游历杂剧，奇思但小众
诗藏,堂东老劝破家子弟,戏曲剧本,元,2,中,低,元杂剧劝戒败家剧，有故事但小众
诗藏,新编杨椒山表忠蚺蛇胆,戏曲剧本,明,9,中,低,杨继盛弹严嵩故事，忠烈题材但小众
诗藏,木皮散人鼓词,戏曲剧本,清,5,中,低,贾凫西咏史鼓词，讥世犀利但偏曲艺
诗藏,聊斋剧作三种,戏曲剧本,清,1,中,低,据聊斋改编剧作，借名气但篇短小众
诗藏,苏六娘,戏曲剧本,明,13,中,低,潮剧爱情名作，地方戏故事佳但方言专
诗藏,荔镜记荔枝记,戏曲剧本,明,34,中,低,陈三五娘潮泉爱情戏，地方名作但方言专
诗藏,金花女,戏曲剧本,明,8,中,低,潮剧爱情名作，地方戏故事佳但方言专
诗藏,须贾大夫谇范叔,戏曲剧本,元,20,中,低,范雎报恩故事元杂剧，有情节但小众
史藏,隋遗录,文言小说,隋唐,1,中,低,炀帝艳情轶闻，有趣但篇幅极短
子藏,三异笔谈,文言小说,清,2,中,低,清代志怪笔记，可读偏小众
子藏,东阳夜怪录,文言小说,隋唐,1,中,低,唐传奇精怪故事，趣味足篇幅短
子藏,丽情集,文言小说,宋,1,中,低,言情故事集残存，篇幅极短
子藏,义盗记,文言小说,明,1,中,低,侠盗故事，有趣但单篇极短
子藏,仙杂记,文言小说,隋唐,10,中,低,神仙志怪杂记，趣味偏小众
子藏,会昌解颐录,文言小说,隋唐,1,中,低,唐代笑谈故事，趣味篇幅短
子藏,前定录,文言小说,隋唐,2,中,低,宿命前定故事，趣味偏宿命论
子藏,南楚新闻,文言小说,隋唐,1,中,低,唐代轶事故事，趣味篇幅短
子藏,博异记,文言小说,隋唐,1,中,低,唐传奇志怪，有趣篇幅短
子藏,双卿笔记,文言小说,清,2,中,低,记才女贺双卿事，凄婉偏小众
子藏,古今奇闻类纪,文言小说,明,4,中,低,奇闻类编，趣味偏杂
子藏,同昌公主外传,文言小说,隋唐,1,中,低,唐代公主奢华轶事，趣味篇幅短
子藏,唐阙史,文言小说,隋唐,3,中,低,唐代逸事故事，趣味偏小众
子藏,国色天香,文言小说,明,30,中,低,明代言情传奇选集，通俗偏小众
子藏,埋忧续集,文言小说,清,3,中,低,志怪笔记续编，可读偏小众
子藏,埋忧集,文言小说,清,20,中,低,清代志怪笔记，可读偏小众
子藏,奇闻类记,文言小说,明,4,中,低,奇闻异事类编，趣味偏杂
子藏,妒记,文言小说,魏晋南北朝,1,中,低,记妒妇故事，趣味篇幅极短
子藏,孔氏志怪,文言小说,魏晋南北朝,1,中,低,六朝志怪残篇，资料价值篇幅短
子藏,宋艳,文言小说,清,14,中,低,宋代艳情轶事辑，趣味偏小众
子藏,春梦录,文言小说,元,1,中,低,元代言情传奇，凄婉篇幅短
子藏,汉宫春色,文言小说,不详,1,中,低,汉宫艳情小说，题材通俗篇幅短
子藏,灵应传,文言小说,隋唐,1,中,低,唐代神灵感应故事，趣味篇幅短
子藏,燕山外史,文言小说,清,2,中,低,骈文言情小说，独特偏小众
子藏,补张灵崔莹合传,文言小说,明,1,中,低,才子佳人合传，有情节但篇短小众
子藏,邺侯外传,文言小说,隋唐,1,中,低,李泌外传，传奇人物但篇短小众
子藏,钟情丽集,文言小说,明,5,中,低,明代才子佳人中篇，有情节但小众
子藏,韦十一娘传,文言小说,明,1,中,低,女侠传奇短篇，有情节但小众
子藏,高力士外传,文言小说,隋唐,1,中,低,高力士外传，宫廷人物但篇短小众
子藏,公冶长听鸟语纲常,神话寓言,明,1,中,低,民间神异故事，趣味单篇极短
子藏,玄中记,神话寓言,魏晋南北朝,1,中,低,古神话博物残篇，资料篇幅短
子藏,芙蓉镜寓言,神话寓言,清,18,中,低,清代寓言集，有教益但知名度低
道藏,周氏冥通记,神话寓言,魏晋南北朝,3,中,低,早期冥通志怪，有志怪价值偏专门
道藏,录异记,神话寓言,五代,2,中,低,杜光庭志怪集，有志怪趣味偏冷
道藏,汉武帝外传,神话寓言,魏晋南北朝,1,中,低,汉武求仙外传，有趣但残篇
道藏,江淮异人录,神话寓言,宋,1,中,低,异人志怪集，有趣味偏冷篇短
道藏,神仙感遇传,神话寓言,隋唐,3,中,低,仙人感遇志怪，有趣味偏冷
道藏,续仙传,神话寓言,五代,2,中,低,仙人传续编，有趣味偏冷
道藏,道教灵验记,神话寓言,隋唐,4,中,低,杜光庭灵验故事集，有趣偏宗教
道藏,西游录注,章回小说,清,3,中,低,西游记道教解注，偏专门考据
集藏,一层楼,章回小说,清,14,中,低,蒙古文人才子佳人小说，偏小众
集藏,七十二朝人物演义,章回小说,明,40,中,低,历史人物演义，篇幅大偏冷
集藏,上古秘史,章回小说,民国,71,中,低,民国上古历史演义，篇幅大偏冷
集藏,东汉秘史,章回小说,明,50,中,低,东汉历史演义，偏冷篇幅大
集藏,两晋秘史,章回小说,明,18,中,低,两晋历史演义，偏冷
集藏,两汉开国中兴传志,章回小说,明,9,中,低,两汉历史演义，偏冷
集藏,九云记,章回小说,清,21,中,低,仿九云梦才子佳人小说，偏冷
集藏,九尾狐,章回小说,清,30,中,低,晚清狭邪小说，偏色情小众
集藏,于公案,章回小说,清,19,中,低,清代公案小说，偏冷
集藏,五代秘史,章回小说,明,24,中,低,五代历史演义，偏冷
集藏,人海潮,章回小说,民国,16,中,低,民国社会小说，偏冷
集藏,侠义英雄传,章回小说,清,22,中,低,清代武侠小说，偏冷
集藏,儿女英雄传续儿女英雄传,章回小说,清,111,中,低,儿女英雄传续书合编，质量参差
集藏,冷眼观,章回小说,清,12,中,低,晚清谴责小说，偏冷
集藏,前后七国志,章回小说,清,10,中,低,战国历史演义，偏冷
集藏,前明正德白牡丹,章回小说,清,13,中,低,正德游龙传说，通俗偏冷
集藏,劫余灰,章回小说,清,3,中,低,晚清苦情小说，偏冷
集藏,历代兴衰演义,章回小说,清,47,中,低,通史演义，篇幅大偏冷
集藏,双凤奇缘,章回小说,清,15,中,低,昭君出塞题材小说，偏冷
集藏,周朝秘史,章回小说,明,34,中,低,周朝历史演义，偏冷篇幅大
集藏,唐书志传,章回小说,明,15,中,低,唐初历史演义，偏冷
集藏,唐书志传通俗演义,章回小说,明,24,中,低,唐初历史演义，偏冷
集藏,唐代宫廷艳史,章回小说,民国,32,中,低,唐代宫廷艳史，偏色情小众
集藏,唐朝开国演义,章回小说,清,133,中,低,唐初历史演义，篇幅大偏冷
集藏,夏商野史,章回小说,清,33,中,低,夏商历史演义，偏冷
集藏,大八义,章回小说,清,15,中,低,清代侠义小说，偏冷
集藏,大明奇侠传,章回小说,清,13,中,低,清代侠义小说，偏冷
集藏,大明正德游江南,章回小说,清,4,中,低,正德游江南传说，通俗偏冷
集藏,大马扁,章回小说,清,3,中,低,讽刺康有为政治小说，偏冷
集藏,女娲石,章回小说,清,5,中,低,晚清女权幻想小说，偏冷
集藏,宋公明排九宫八卦阵,章回小说,明,16,中,低,水浒衍生战阵题材，偏冷
集藏,宋太祖三下南唐,章回小说,清,9,中,低,赵匡胤征南唐演义，偏冷
集藏,定鼎奇闻,章回小说,清,13,中,低,明清易代历史小说，偏冷
集藏,宦海升沉录,章回小说,清,8,中,低,晚清官场谴责小说，偏冷
集藏,宦海钟,章回小说,清,15,中,低,晚清官场谴责小说，偏冷
集藏,小五虎演义,章回小说,清,57,中,低,清代侠义小说，偏冷篇幅大
集藏,小八义,章回小说,清,98,中,低,清代侠义小说，偏冷篇幅大
集藏,岭南逸史,章回小说,清,14,中,低,岭南英雄传奇，地域性偏冷
集藏,希夷梦海国春秋,章回小说,清,89,中,低,寓言式长篇小说，偏冷篇幅大
集藏,常言道,章回小说,清,6,中,低,讽刺世情小说，俗谚成书有趣偏冷
集藏,平金川,章回小说,清,9,中,低,征金川历史演义，偏冷
集藏,廿载繁华梦,章回小说,清,8,中,低,晚清谴责小说，偏冷
集藏,情变,章回小说,清,6,中,低,吴趼人言情小说，偏冷
集藏,扫迷帚,章回小说,清,5,中,低,破除迷信讽刺小说，偏冷
集藏,明珠缘,章回小说,明,108,中,低,篇幅大有故事，但今人罕知
集藏,春阿氏谋夫案,章回小说,清,5,中,低,清末真实命案改编，题材尚有趣
集藏,李公案,章回小说,清,8,中,低,公案系列，故事尚可知名度低
集藏,林公案,章回小说,清,11,中,低,林则徐公案，题材有看点
集藏,林兰香,章回小说,清,12,中,低,世情小说仿红楼，文人评价尚可
集藏,梁山五虎大劫牢,章回小说,清,9,中,低,水浒衍生故事，借势有看点
集藏,梁武帝演义,章回小说,清,39,中,低,帝王演义有故事，今人罕读
集藏,樵史演义,章回小说,清,14,中,低,明末时事演义，史料兴味
集藏,比目鱼,章回小说,清,3,中,低,李渔风格小说，趣味尚可
集藏,永庆升平前传,章回小说,清,17,中,低,侠义公案小说，故事尚可
集藏,永庆升平后传,章回小说,清,12,中,低,侠义公案续书，故事尚可
集藏,泣红亭,章回小说,清,28,中,低,蒙古文人才子佳人小说，小众
集藏,泪珠缘,章回小说,清,10,中,低,仿红楼世情小说，知名度低
集藏,活地狱,章回小说,清,7,中,低,李伯元谴责小说，揭黑有力
集藏,海上尘天影,章回小说,清,33,中,低,狭邪小说，篇幅大知名度低
集藏,海角遗编,章回小说,清,11,中,低,明末抗清时事小说，史料兴味
集藏,混唐后传,章回小说,清,6,中,低,隋唐演义衍生，故事尚可
集藏,清朝三百年艳史演义,章回小说,民国,26,中,低,清宫艳史演义，质量参差
集藏,清朝秘史,章回小说,民国,207,中,低,清史演义巨帙，今人罕读
集藏,狐狸缘全传,章回小说,清,5,中,低,狐仙志怪小说，趣味尚可
集藏,瑶华传,章回小说,清,15,中,低,女侠神魔小说，有奇趣
集藏,留东外史续集,章回小说,民国,69,中,低,留东外史续篇，篇幅大趣味同
集藏,皇清秘史,章回小说,民国,49,中,低,清宫秘史演义，质量参差
集藏,盘古至唐虞传,章回小说,明,3,中,低,上古神话演义，题材有趣
集藏,禅真后史,章回小说,明,22,中,低,神魔世情小说续书，小众
集藏,禅真逸史,章回小说,明,22,中,低,明代神魔小说，故事尚可
集藏,禽海石,章回小说,清,2,中,低,晚清言情小说，反礼教有新意
集藏,秦王逸史,章回小说,清,41,中,低,隋唐题材演义，故事尚可
集藏,章台柳,章回小说,清,3,中,低,韩翃柳氏故事，唐传奇有名
集藏,第一奇女,章回小说,清,59,中,低,女侠传奇长篇，故事尚可
集藏,红楼春梦,章回小说,清,65,中,低,红楼续书艳情向，质量参差
集藏,红楼梦影,章回小说,清,8,中,低,红楼续书，借势有读者
集藏,绘芳录红闺春梦,章回小说,清,36,中,低,世情言情长篇，小众
集藏,绣鞋记,章回小说,清,7,中,低,公案世情小说，故事尚可
集藏,续侠义传,章回小说,清,8,中,低,三侠五义续书，有大众缘
集藏,续水浒传,章回小说,清,8,中,低,水浒续书，借势有读者
集藏,续红楼梦新编,章回小说,清,15,中,低,红楼续书，借势有读者
集藏,续英烈传,章回小说,清,4,中,低,英烈传续书，故事尚可
集藏,续金瓶梅,章回小说,清,63,中,低,金瓶梅续书，因果说教重
集藏,续镜花缘,章回小说,清,7,中,低,镜花缘续书，借势有读者
集藏,绮楼重梦,章回小说,清,16,中,低,红楼续书，借势有读者
集藏,胡涂世界,章回小说,清,6,中,低,吴趼人讽世小说，有揭黑趣味
集藏,草木春秋演义,章回小说,清,15,中,低,药名拟人演义，新奇但小众
集藏,蜃楼志,章回小说,清,14,中,低,广东世情小说，有地方特色
集藏,补红楼梦,章回小说,清,12,中,低,红楼续书，借势有读者
集藏,警世阴阳梦,章回小说,明,9,中,低,写魏忠贤时事小说，史料兴味
集藏,负曝闲谈,章回小说,清,8,中,低,晚清谴责小说，揭黑尚可
集藏,赵太祖三下南唐,章回小说,清,7,中,低,赵匡胤演义，故事尚可
集藏,轰天雷,章回小说,清,5,中,低,写沈荩政治小说，有时事兴味
集藏,辽海丹忠录,章回小说,明,9,中,低,明末辽东抗金小说，史料兴味
集藏,邻女语,章回小说,清,8,中,低,庚子事变社会小说，有史料兴味
集藏,金台全传,章回小说,清,12,中,低,周侗金台侠义小说，故事尚可
集藏,金屋梦,章回小说,清,22,中,低,续金瓶梅别名，因果说教重
集藏,金陵秋,章回小说,民国,6,中,低,辛亥革命言情小说，有史料兴味
集藏,锋剑春秋,章回小说,清,14,中,低,孙膑斗法神魔小说，有奇趣
集藏,锦香亭,章回小说,清,8,中,低,唐代背景才子佳人，故事尚可
集藏,雪月梅,章回小说,清,9,中,低,才子佳人英雄小说，故事尚可
集藏,雪鸿泪史,章回小说,清,35,中,低,言情小说仿红楼，篇幅大小众
集藏,青楼梦,章回小说,清,30,中,低,狭邪言情小说，仿红楼小众
集藏,风月梦,章回小说,清,5,中,低,狭邪小说写扬州风月偏小众
集藏,飞剑记,章回小说,明,4,中,低,吕洞宾仙传神魔小说篇幅短
集藏,飞花咏,章回小说,清,10,中,低,才子佳人小说套路化偏小众
集藏,飞跎全传,章回小说,清,5,中,低,讽刺谐谑小说有趣但知名度低
集藏,鬼谷四友志,章回小说,清,4,中,低,写苏秦张仪等战国故事偏小众
集藏,魏阉全传,章回小说,明,33,中,低,斥魏忠贤时事小说题材冷门
集藏,黄绣球,章回小说,清,10,中,低,晚清女性启蒙小说有思想价值
集藏,鼓掌绝尘,章回小说,明,23,中,低,风月才子小说有可读性但小众
儒藏,孔丛子,笔记小说,汉,3,中,低,孔门言行杂记偏经学专门
史藏,三冈识略,笔记小说,清,31,中,低,清代见闻笔记内容杂偏小众
史藏,三国遗事,笔记小说,元,35,中,低,朝鲜史事遗闻偏域外专门
史藏,三垣笔记,笔记小说,清,7,中,低,明末朝政见闻偏史料专门
史藏,东斋记事,笔记小说,宋,4,中,低,宋代朝野杂记有掌故偏琐碎
史藏,东明闻见录,笔记小说,清,7,中,低,南明见闻录偏史料专门
史藏,东观奏记,笔记小说,隋唐,2,中,低,唐代朝政实录偏史料专门
史藏,中朝故事,笔记小说,五代,1,中,低,唐代朝廷故事残篇有掌故偏专门
史藏,云麓漫钞,笔记小说,宋,13,中,低,宋代知名笔记，偏考据但内容丰富
史藏,五代史补,笔记小说,宋,6,中,低,补五代史事，有掌故但偏史料
史藏,五代新说,笔记小说,隋唐,2,中,低,分类辑录五代逸事，故事性尚可
史藏,今言,笔记小说,明,11,中,低,明代朝野掌故，内容较丰
史藏,养吉斋丛录,笔记小说,清,12,中,低,清宫掌故典制，史料丰富
史藏,凤洲杂编,笔记小说,明,11,中,低,王世贞辑掌故，名家但偏史料
史藏,北东园笔录,笔记小说,清,23,中,低,清代劝善因果笔记，可读性中等
史藏,南越笔记,笔记小说,清,18,中,低,记岭南风物，民俗博物有趣
史藏,南部新书,笔记小说,宋,9,中,低,辑唐代朝野旧事，掌故较丰
史藏,台海见闻录,笔记小说,清,9,中,低,记台湾风土，有地方民俗看点
史藏,台阳笔记,笔记小说,清,6,中,低,清代台湾见闻，风土有趣味
史藏,台阳见闻录,笔记小说,清,24,中,低,台湾风物见闻，地方志趣味
史藏,听雨丛谈,笔记小说,清,33,中,低,记清代典制掌故，史料丰富
史藏,啸亭杂录,笔记小说,清,18,中,低,昭梿记清代掌故，史料价值高
史藏,啸亭续录,笔记小说,清,8,中,低,啸亭杂录续编，掌故较丰
史藏,四朝闻见录,笔记小说,宋,3,中,低,记南宋四朝朝野，掌故较丰
史藏,墨客挥犀,笔记小说,宋,3,中,低,辑宋人诗话逸事，趣味尚可
史藏,大唐传载,笔记小说,隋唐,2,中,低,唐代轶事辑，故事性尚可
史藏,天咫偶闻,笔记小说,清,11,中,低,记北京掌故风物，地方趣味
史藏,安乐康平室随笔,笔记小说,民国,5,中,低,朱彭寿记清末掌故，史料尚可
史藏,家世旧闻,笔记小说,宋,2,中,低,陆游记家族旧事，温情可读
史藏,宾退录,笔记小说,宋,3,中,低,赵与时考据笔记，偏学问
史藏,寓圃杂记,笔记小说,明,8,中,低,记明代吴中掌故，趣味尚可
史藏,封氏闻见记,笔记小说,隋唐,3,中,低,封演记唐代典制风俗，史料佳
史藏,岁华忆语,笔记小说,清,2,中,低,记南京岁时风俗，民俗趣味
史藏,广阳杂记,笔记小说,清,20,中,低,刘献廷记游历见闻，内容博杂
史藏,庸盦笔记,笔记小说,清,25,中,低,薛福成记晚清见闻，掌故较丰
史藏,张文襄幕府纪闻,笔记小说,民国,2,中,低,记张之洞幕府轶事，名人掌故
史藏,归潜志,笔记小说,辽金,6,中,低,刘祁记金末人物史事，史料佳
史藏,挥麈录,笔记小说,宋,12,中,低,王明清记宋代朝野，掌故丰富
史藏,文昌杂录,笔记小说,宋,7,中,低,庞元英记宋代典制，史料尚可
史藏,旧京遗事,笔记小说,明,1,中,低,记明末京城旧事，怀旧尚可
史藏,春明梦录,笔记小说,民国,3,中,低,记清末京官见闻，掌故尚可
史藏,春明退朝录,笔记小说,宋,2,中,低,宋敏求记朝廷典制，史料佳
史藏,曲洧旧闻,笔记小说,宋,4,中,低,朱弁记北宋旧事，掌故较丰
史藏,朝野新谭,笔记小说,明,23,中,低,辑明代朝野旧事，内容较丰
史藏,松漠纪闻,笔记小说,宋,2,中,低,洪皓记金国风土，史料珍贵
史藏,松窗梦语,笔记小说,明,4,中,低,张瀚记游历见闻世风，可读
史藏,枣林杂俎,笔记小说,清,59,中,低,谈迁记明代掌故，史料丰富
史藏,梦蕉亭杂记,笔记小说,清,2,中,低,陈夔龙记晚清政事，掌故尚可
史藏,榆巢杂识,笔记小说,清,15,中,低,记清代典制掌故，史料尚可
史藏,檐曝杂记,笔记小说,清,7,中,低,赵翼记见闻典制，名家掌故
史藏,水东日记,笔记小说,明,55,中,低,叶盛记明代典章见闻，史料丰富
史藏,水窗春呓,笔记小说,清,4,中,低,记晚清漕运掌故，趣味尚可
史藏,池北偶谈,笔记小说,清,44,中,低,王士禛记掌故谈艺，内容博杂
史藏,洛阳缙绅旧闻记,笔记小说,宋,1,中,低,记洛阳士族旧闻，掌故尚可
史藏,涑水记闻,笔记小说,宋,8,中,低,司马光记宋代朝政旧事，史料佳
史藏,清波杂志,笔记小说,宋,8,中,低,周煇记两宋杂事掌故，史料佳
史藏,湘山野录,笔记小说,宋,1,中,低,僧文莹记宋初朝野逸事，可读
史藏,熙朝乐事,笔记小说,明,1,中,低,记杭州岁时风俗残篇，民俗尚可
史藏,熙朝新语,笔记小说,清,20,中,低,辑清代盛世逸闻，故事尚可
史藏,独醒杂志,笔记小说,宋,6,中,低,曾敏行记两宋旧事，掌故较丰
史藏,玉照新志,笔记小说,宋,4,中,低,王明清记宋代杂事，掌故尚可
史藏,皇明典故纪闻,笔记小说,明,27,中,低,记明朝典章掌故，史料丰富
史藏,皇明奇事述,笔记小说,明,6,中,低,辑明代奇闻异事，故事性尚可
史藏,皇明盛事述,笔记小说,明,7,中,低,辑明代盛事，掌故性较强
史藏,石林燕语,笔记小说,宋,5,中,低,叶梦得记宋代典制旧事，史料佳
史藏,砚北杂志,笔记小说,元,5,中,低,陆友记元代文苑杂事，趣味尚可
史藏,立斋闲录,笔记小说,明,10,中,低,辑明代典故旧事，史料尚可
史藏,竹叶亭杂记,笔记小说,清,12,中,低,记清代典制风俗，掌故较丰
史藏,粤游见闻,笔记小说,清,3,中,低,记岭南游历见闻，风土尚可
史藏,继世纪闻,笔记小说,明,2,中,低,陈洪谟记明武宗朝事，掌故尚可
史藏,耆旧续闻,笔记小说,宋,2,中,低,陈鹄记宋代文苑旧事，趣味尚可
史藏,至正直记,笔记小说,元,13,中,低,孔齐记元末江南见闻，史料较丰
史藏,花当阁丛谈,笔记小说,明,16,中,低,徐复祚记明代轶事戏曲，趣味尚可
史藏,荷牐丛谈,笔记小说,清,9,中,低,记明末清初杂事，掌故尚可
史藏,菽园杂记,笔记小说,明,11,中,低,陆容记明代朝野见闻，史料佳
史藏,萍洲可谈,笔记小说,宋,3,中,低,朱彧记宋代海外贸易风俗，史料珍
史藏,蕉廊脞录,笔记小说,清,12,中,低,吴庆坻记清代掌故轶闻，史料尚可
史藏,蕉轩随录,笔记小说,清,15,中,低,记清代典制掌故，史料尚可
史藏,藤阴杂记,笔记小说,清,12,中,低,记北京名胜掌故，地方趣味
史藏,西使记,笔记小说,元,1,中,低,记元使西域见闻，史料珍贵
史藏,西塘集耆旧续闻,笔记小说,宋,6,中,低,记宋代文苑旧闻，趣味尚可
史藏,西子湖拾翠余谈,笔记小说,清,2,中,低,记西湖名胜掌故，风物尚可
史藏,西清笔记,笔记小说,清,2,中,低,沈初记清宫见闻，掌故尚可
史藏,见闻杂记,笔记小说,明,38,中,低,李乐记明代世风见闻，史料较丰
史藏,觚不觚录,笔记小说,明,1,中,低,王世贞记明代典制变迁，史料佳
