藏,书名,题材,朝代,页数,推荐优先级,知名度,理由
佛藏,佛说大坚固婆罗门缘起经,佛教故事,宋,2,低,低,缘起短经，冷僻
佛藏,佛说大坚固婆罗门缘起经,佛教故事,宋,2,低,低,缘起短经，冷僻
佛藏,佛说大爱道般泥洹经,佛教故事,魏晋南北朝,1,低,低,涅槃短经，故事性弱
佛藏,佛说大自在天子因地经,佛教故事,宋,1,低,低,因地短经，冷僻
佛藏,佛说大自在天子因地经,佛教故事,宋,1,低,低,因地短经，冷僻
佛藏,佛说大迦叶本经,佛教故事,魏晋南北朝,1,低,低,弟子本事短经，冷僻
佛藏,佛说大迦叶本经,佛教故事,魏晋南北朝,1,低,低,弟子本事短经，冷僻
佛藏,佛说天王太子辟罗经,佛教故事,魏晋南北朝,1,低,低,因缘短经，冷僻
佛藏,佛说太子刷护经,佛教故事,魏晋南北朝,1,低,低,太子因缘短经，冷僻
佛藏,佛说太子和休经,佛教故事,魏晋南北朝,1,低,低,太子因缘短经，冷僻
佛藏,佛说妇人遇辜经,佛教故事,魏晋南北朝,1,低,低,业报短经，故事性弱
佛藏,佛说妇人遇辜经,佛教故事,魏晋南北朝,1,低,低,业报短经，故事性弱
佛藏,佛说婆罗门子命终爱念不离经,佛教故事,魏晋南北朝,1,低,低,丧子说教短经，无吸引力
佛藏,佛说婆罗门子命终爱念不离经,佛教故事,魏晋南北朝,1,低,低,丧子说教短经，无吸引力
佛藏,佛说婆罗门避死经,佛教故事,魏晋南北朝,1,低,低,避死说教短经，故事薄
佛藏,佛说婆罗门避死经,佛教故事,魏晋南北朝,1,低,低,避死说教短经，故事薄
佛藏,佛说差摩婆帝授记经,佛教故事,魏晋南北朝,1,低,低,授记短经，冷僻
佛藏,佛说师子月佛本生经,佛教故事,魏晋南北朝,1,低,低,本生短经，冷僻
佛藏,佛说师子月佛本生经,佛教故事,魏晋南北朝,1,低,低,本生短经，冷僻
佛藏,佛说师子素驮娑王断肉经,佛教故事,隋唐,1,低,低,戒肉说教短经，冷僻
佛藏,佛说德光太子经,佛教故事,魏晋南北朝,4,低,低,太子求法说教，冷僻
佛藏,佛说德护长者经,佛教故事,隋唐,4,低,低,长者因缘说教，冷僻
佛藏,佛说息诤因缘经,佛教故事,魏晋南北朝,1,低,低,息诤说教短经，冷僻
佛藏,佛说息诤因缘经,佛教故事,魏晋南北朝,1,低,低,息诤说教短经，冷僻
佛藏,佛说懈怠耕者经,佛教故事,魏晋南北朝,1,低,低,劝勤说教短经，故事薄
佛藏,佛说懈怠耕者经,佛教故事,魏晋南北朝,1,低,低,劝勤说教短经，故事薄
佛藏,佛说摩达国王经,佛教故事,魏晋南北朝,1,低,低,国王因缘短经，冷僻
佛藏,佛说摩达国王经,佛教故事,魏晋南北朝,1,低,低,国王因缘短经，冷僻
佛藏,佛说放牛经,佛教故事,魏晋南北朝,1,低,低,放牛譬喻短经，说教向
佛藏,佛说旃陀越国王经,佛教故事,魏晋南北朝,1,低,低,国王因缘短经，冷僻
佛藏,佛说旃陀越国王经,佛教故事,魏晋南北朝,1,低,低,国王因缘短经，冷僻
佛藏,佛说无垢贤女经,佛教故事,魏晋南北朝,1,低,低,授记短经，冷僻
佛藏,佛说无垢贤女经,佛教故事,魏晋南北朝,1,低,低,授记短经，冷僻
佛藏,佛说普达王经,佛教故事,魏晋南北朝,1,低,低,国王因缘短经，冷僻
佛藏,佛说末罗王经,佛教故事,魏晋南北朝,1,低,低,国王因缘短经，冷僻
佛藏,佛说末罗王经,佛教故事,魏晋南北朝,1,低,低,国王因缘短经，冷僻
佛藏,佛说梵志女首意经,佛教故事,魏晋南北朝,1,低,低,说法短经，冷僻
佛藏,佛说梵志阿颰经,佛教故事,魏晋南北朝,1,低,低,梵志论议短经，冷僻
佛藏,佛说梵摩难国王经,佛教故事,魏晋南北朝,1,低,低,国王因缘短经，冷僻
佛藏,佛说梵摩难国王经,佛教故事,魏晋南北朝,1,低,低,国王因缘短经，冷僻
佛藏,佛说沙曷比丘功德经,佛教故事,魏晋南北朝,1,低,低,功德说教短经，故事薄
佛藏,佛说沙曷比丘功德经,佛教故事,魏晋南北朝,1,低,低,功德说教短经，故事薄
佛藏,佛说满愿子经,佛教故事,魏晋南北朝,1,低,低,弟子因缘短经，冷僻
佛藏,佛说满愿子经,佛教故事,魏晋南北朝,1,低,低,弟子因缘短经，冷僻
佛藏,佛说犊子经,佛教故事,魏晋南北朝,1,低,低,犊子譬喻短经，故事薄
佛藏,佛说申日儿本经,佛教故事,魏晋南北朝,1,低,低,申日因缘短经，冷僻
佛藏,佛说申日经,佛教故事,魏晋南北朝,1,低,低,申日因缘短经，冷僻
佛藏,佛说白衣金幢二婆罗门缘经,佛教故事,宋,1,低,低,缘起短经，冷僻
佛藏,佛说白衣金幢二婆罗门缘起经,佛教故事,宋,1,低,低,缘起短经，冷僻
佛藏,佛说瞿昙弥记果经,佛教故事,魏晋南北朝,1,低,低,授记短经，冷僻
佛藏,佛说瞿昙弥记果经,佛教故事,魏晋南北朝,1,低,低,授记短经，冷僻
佛藏,佛说离垢施女经,佛教故事,魏晋南北朝,4,低,低,女居士论议，说教向
佛藏,佛说离垢施女经,佛教故事,魏晋南北朝,5,低,低,女居士论议，说教向
佛藏,佛说群牛譬经,佛教故事,魏晋南北朝,1,低,低,群牛譬喻短经，故事薄
佛藏,佛说群牛譬经,佛教故事,魏晋南北朝,1,低,低,群牛譬喻短经，故事薄
佛藏,佛说老女人经,佛教故事,魏晋南北朝,1,低,低,老女问法短经，故事薄
佛藏,佛说老女人经,佛教故事,魏晋南北朝,1,低,低,老女问法短经，故事薄
佛藏,佛说老母女六英经,佛教故事,魏晋南北朝,1,低,低,老母问法短经，故事薄
佛藏,佛说老母女六英经,佛教故事,魏晋南北朝,1,低,低,老母问法短经，故事薄
佛藏,佛说老母经,佛教故事,魏晋南北朝,1,低,低,老母问法短经，故事薄
佛藏,佛说老母经,佛教故事,魏晋南北朝,1,低,低,老母问法短经，故事薄
佛藏,佛说耶祇经,佛教故事,魏晋南北朝,1,低,低,因缘短经，冷僻
佛藏,佛说腹中女听经,佛教故事,魏晋南北朝,1,低,低,转女身说教短经，冷僻
佛藏,佛说菩萨逝经,佛教故事,魏晋南北朝,1,低,低,逝童子因缘短经，冷僻
佛藏,佛说菩萨逝经,佛教故事,魏晋南北朝,1,低,低,逝童子因缘短经，冷僻
佛藏,佛说萨罗国经,佛教故事,魏晋南北朝,1,低,低,国王因缘短经，冷僻
佛藏,佛说萨罗国经,佛教故事,魏晋南北朝,1,低,低,国王因缘短经，冷僻
佛藏,佛说蓱沙王五愿经,佛教故事,魏晋南北朝,1,低,低,国王愿望短经，冷僻
佛藏,佛说谏王经,佛教故事,魏晋南北朝,1,低,低,谏王说教短经，故事薄
佛藏,佛说谏王经,佛教故事,魏晋南北朝,1,低,低,谏王说教短经，故事薄
佛藏,佛说贫穷老公经,佛教故事,魏晋南北朝,1,低,低,贫者因缘短经，故事薄
佛藏,佛说贫穷老公经,佛教故事,魏晋南北朝,1,低,低,贫者因缘短经，故事薄
佛藏,佛说贫穷老公经之二,佛教故事,魏晋南北朝,1,低,低,贫者因缘短经异本
佛藏,佛说赖吒和罗所问德光太子经,佛教故事,魏晋南北朝,3,低,低,太子问法说教，冷僻
佛藏,佛说越难经,佛教故事,魏晋南北朝,1,低,低,悭贪业报短经，故事薄
佛藏,佛说越难经,佛教故事,魏晋南北朝,1,低,低,悭贪业报短经，故事薄
佛藏,佛说辩意长者子所问经,佛教故事,魏晋南北朝,2,低,低,长者问法说教，冷僻
佛藏,佛说过去世佛分卫经,佛教故事,魏晋南北朝,1,低,低,乞食因缘短经，冷僻
佛藏,佛说逝童子经,佛教故事,魏晋南北朝,1,低,低,逝童子因缘短经，冷僻
佛藏,佛说逝童子经,佛教故事,魏晋南北朝,2,低,低,逝童子因缘短经，冷僻
佛藏,佛说释摩男本四子经,佛教故事,魏晋南北朝,1,低,低,释摩男因缘短经，冷僻
佛藏,佛说释摩男本经,佛教故事,魏晋南北朝,1,低,低,释摩男因缘短经，冷僻
佛藏,佛说金光王童子经,佛教故事,宋,1,低,低,童子因缘短经，冷僻
佛藏,佛说金耀童子经,佛教故事,宋,1,低,低,童子因缘短经，冷僻
佛藏,佛说金耀童子经,佛教故事,宋,1,低,低,童子因缘短经，冷僻
佛藏,佛说长者子六过出家经,佛教故事,魏晋南北朝,1,低,低,出家因缘短经，冷僻
佛藏,佛说长者子六过出家经,佛教故事,魏晋南北朝,1,低,低,出家因缘短经，冷僻
佛藏,佛说长者子制经,佛教故事,魏晋南北朝,1,低,低,长者子因缘短经，冷僻
佛藏,佛说长者子制经,佛教故事,魏晋南北朝,1,低,低,长者子因缘短经，冷僻
佛藏,佛说长者子懊恼三处经,佛教故事,魏晋南北朝,1,低,低,丧子说教短经，故事薄
佛藏,佛说长者施报经,佛教故事,宋,1,低,低,布施说教短经，故事薄
佛藏,佛说长者法志妻经,佛教故事,魏晋南北朝,1,低,低,长者妻因缘短经，冷僻
佛藏,佛说长者法志妻经,佛教故事,魏晋南北朝,1,低,低,长者妻因缘短经，冷僻
佛藏,佛说长者音悦经,佛教故事,魏晋南北朝,1,低,低,长者因缘短经，冷僻
佛藏,佛说长者音悦经,佛教故事,魏晋南北朝,1,低,低,长者因缘短经，冷僻
佛藏,佛说阿遬达经,佛教故事,魏晋南北朝,1,低,低,因缘短经，冷僻
佛藏,佛说阿阇世王女阿术达菩萨经,佛教故事,魏晋南北朝,3,低,低,王女论议说教，冷僻
佛藏,佛说阿阇贳王女阿术达菩萨经,佛教故事,魏晋南北朝,1,低,低,王女论议说教，冷僻
佛藏,佛说阿难同学经,佛教故事,魏晋南北朝,1,低,低,弟子因缘短经，冷僻
佛藏,佛说阿鸠留经,佛教故事,魏晋南北朝,1,低,低,商主因缘短经，冷僻
佛藏,佛说除恐灾患经,佛教故事,魏晋南北朝,1,低,低,禳灾说教短经，故事薄
佛藏,佛说随勇尊者经,佛教故事,宋,1,低,低,尊者因缘短经，冷僻
佛藏,佛说难提释经,佛教故事,魏晋南北朝,1,低,低,难提问法短经，冷僻
佛藏,佛说鞞摩肃经,佛教故事,魏晋南北朝,1,低,低,梵志论议短经，冷僻
佛藏,佛说頞多和多耆经,佛教故事,魏晋南北朝,1,低,低,因缘短经，冷僻
佛藏,佛说须摩提长者经,佛教故事,魏晋南北朝,2,低,低,长者问法说教，冷僻
佛藏,佛说马有三相经,佛教故事,魏晋南北朝,1,低,低,以马喻人短经，故事薄
佛藏,佛说马有八态譬人经,佛教故事,魏晋南北朝,1,低,低,以马喻人短经，故事薄
佛藏,佛说鹹水喻经,佛教故事,魏晋南北朝,1,低,低,咸水譬喻短经，故事薄
佛藏,佛说龙施女经,佛教故事,魏晋南北朝,1,低,低,龙女授记短经，冷僻
佛藏,佛说龙施女经,佛教故事,魏晋南北朝,1,低,低,龙女授记短经，冷僻
佛藏,佛说龙施菩萨本起经,佛教故事,魏晋南北朝,1,低,低,龙女本起短经，冷僻
佛藏,佛说龙施菩萨本起经,佛教故事,魏晋南北朝,1,低,低,龙女本起短经，冷僻
佛藏,修西闻见录,佛教故事,清,11,低,低,净土往生见闻录，说教向
佛藏,僧宝正续传,佛教故事,宋,3,低,低,禅宗僧传专门性强无大众故事性
佛藏,八十八祖道影传赞,佛教故事,明,7,低,低,祖师传赞说教味重无故事性
佛藏,净土圣贤录,佛教故事,清,21,低,低,往生传记说教味重无大众吸引
佛藏,净土圣贤录续编,佛教故事,清,9,低,低,往生传续编纯宗教记录
佛藏,净土往生传,佛教故事,宋,2,低,低,往生传记说教向无故事性
佛藏,出曜经,佛教故事,魏晋南北朝,43,低,低,偈颂譬喻经文专门冗长
佛藏,前世三转经,佛教故事,魏晋南北朝,1,低,低,短篇经文宗教向无故事性
佛藏,千佛因缘经,佛教故事,魏晋南北朝,2,低,低,因缘经文宗教说教向
佛藏,华严感应缘起传,佛教故事,宋,3,低,低,感应灵验记说教味重
佛藏,华严经感应略记,佛教故事,隋唐,2,低,低,感应略记宗教灵验向
佛藏,华严经持验记,佛教故事,清,3,低,低,持经灵验记说教味重
佛藏,南宋元明禅林僧宝传,佛教故事,清,6,低,低,禅僧传专门性强无大众故事
佛藏,南宋元明禅林僧宝传,佛教故事,清,7,低,低,禅僧传专门性强无大众故事
佛藏,南岳单传记,佛教故事,清,4,低,低,禅宗法脉记专门无故事性
佛藏,卢至长者因缘经,佛教故事,魏晋南北朝,1,低,低,因缘经文宗教说教向
佛藏,卢至长者因缘经,佛教故事,魏晋南北朝,1,低,低,因缘经文宗教说教向
佛藏,古音王传,佛教故事,明,2,低,低,冷僻佛传无知名度
佛藏,名僧传抄,佛教故事,魏晋南北朝,4,低,低,僧传残抄专门性强
佛藏,唐大荐福寺故寺主翻经大德法藏和尚传,佛教故事,隋唐,2,低,低,单僧行传专门无故事性
佛藏,唐护法沙门法琳别传,佛教故事,隋唐,1,低,低,护法僧别传专门向
佛藏,善女人传,佛教故事,清,6,低,低,女居士传说教向无故事
佛藏,善思童子经,佛教故事,隋唐,7,低,低,经文宗教说教向
佛藏,嗟袜曩法天子受三归获免恶道经,佛教故事,隋唐,1,低,低,短经赞呗向无故事性
佛藏,地藏菩萨像灵验记,佛教故事,宋,2,低,低,造像灵验记说教向
佛藏,大唐故大德赠司空大辨正广智不空三藏行状,佛教故事,隋唐,1,低,低,高僧行状专门文献向
佛藏,大唐青龙寺三朝供奉大德行状,佛教故事,隋唐,1,低,低,高僧行状专门文献向
佛藏,大宋僧史略,佛教故事,宋,5,低,低,僧制史略考据向无故事
佛藏,大慧普觉禅师宗门武库,佛教故事,宋,2,低,低,禅门语录公案专门向
佛藏,大慧普觉禅师年谱,佛教故事,宋,4,低,低,禅师年谱文献向无故事
佛藏,大方广佛华严经感应传,佛教故事,隋唐,1,低,低,持经感应记说教向
佛藏,大明高僧传,佛教故事,明,6,低,低,高僧传专门性强无大众故事
佛藏,大明高僧传,佛教故事,明,6,低,低,高僧传专门性强无大众故事
佛藏,大集譬喻王经,佛教故事,隋唐,1,低,低,短经譬喻向宗教浓
佛藏,大集譬喻王经,佛教故事,隋唐,1,低,低,短经譬喻向宗教浓
佛藏,天台九祖传,佛教故事,宋,1,低,低,宗派祖师传专门向
佛藏,天台智者大师传论,佛教故事,宋,1,低,低,大师传论专门文献向
佛藏,天尊说阿育王譬喻经,佛教故事,魏晋南北朝,1,低,低,短经譬喻向宗教浓
佛藏,天王太子辟罗经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,太子刷护经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,太子和休经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,如来成道经,佛教故事,隋唐,1,低,低,成道经文宗教向
佛藏,婆薮槃豆传,佛教故事,魏晋南北朝,1,低,低,论师传记专门向
佛藏,婆薮槃豆法师传,佛教故事,魏晋南北朝,1,低,低,论师传记专门向
佛藏,孝子经,佛教故事,魏晋南北朝,1,低,低,短经说教孝道向
佛藏,寄禅和尚行述,佛教故事,清,1,低,低,近代僧行述专门向
佛藏,居士传,佛教故事,清,13,低,低,居士传记说教向无故事
佛藏,师子素驮娑王断肉经,佛教故事,隋唐,1,低,低,断肉经文宗教说教向
佛藏,广清凉传,佛教故事,宋,6,低,低,五台山志感应向专门
佛藏,府君存惠传,佛教故事,不详,1,低,低,冷僻人物传无知名度
佛藏,异出菩萨本起经,佛教故事,魏晋南北朝,1,低,低,佛传本起宗教向短小
佛藏,异出菩萨本起经,佛教故事,魏晋南北朝,1,低,低,佛传本起宗教向短小
佛藏,弊魔试目连经,佛教故事,魏晋南北朝,1,低,低,短经宗教向
佛藏,弘赞法华传,佛教故事,隋唐,6,低,低,持经感应传说教向
佛藏,往生西方净土瑞应传,佛教故事,隋唐,3,低,低,往生瑞应记说教向
佛藏,往生集,佛教故事,明,13,低,低,往生事迹集说教向
佛藏,律相感通传,佛教故事,隋唐,1,低,低,戒律感通记专门向
佛藏,心性罪福因缘集,佛教故事,清,2,低,低,因缘说教集无故事性
佛藏,悲华经,佛教故事,魏晋南北朝,6,低,低,大乘经典义理向无故事
佛藏,惠果和尚行状,佛教故事,隋唐,1,低,低,高僧行状专门文献向
佛藏,惠远外传,佛教故事,不详,1,低,低,冷僻僧外传无知名度
佛藏,持诵金刚经灵验功德记,佛教故事,隋唐,2,低,低,持经灵验记说教向
佛藏,提婆菩萨传,佛教故事,魏晋南北朝,1,低,低,论师传记专门向
佛藏,提婆菩萨传,佛教故事,魏晋南北朝,1,低,低,论师传记专门向
佛藏,摩诃摩耶经,佛教故事,魏晋南北朝,3,低,低,佛母经文宗教向
佛藏,撰集三藏及杂藏传,佛教故事,魏晋南北朝,3,低,低,结集传专门文献向
佛藏,新修往生传,佛教故事,宋,3,低,低,往生传记说教向
佛藏,新修科分六学僧传,佛教故事,元,59,低,低,僧传分科专门性强
佛藏,无明罗刹集,佛教故事,魏晋南北朝,1,低,低,譬喻经文宗教义理向
佛藏,明高僧传,佛教故事,明,3,低,低,高僧传专门性强无大众故事
佛藏,普达王经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,智者大师别传注,佛教故事,宋,4,低,低,大师别传注专门文献向
佛藏,月上女经,佛教故事,魏晋南北朝,4,低,低,经文宗教义理向
佛藏,杂譬喻经--,佛教故事,魏晋南北朝,1,低,低,譬喻经残篇短小宗教向
佛藏,杂譬喻经-后汉-支娄迦谶,佛教故事,汉,1,低,低,譬喻经残篇短小宗教向
佛藏,武林西湖高僧事略,佛教故事,宋,2,低,低,西湖僧事略地方僧传向
佛藏,比丘避女恶名欲自杀经,佛教故事,魏晋南北朝,1,低,低,短经戒律说教向
佛藏,永明道迹,佛教故事,明,1,低,低,高僧事迹专门向
佛藏,沙弥罗经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,法华传记,佛教故事,隋唐,13,低,低,持经感应传说教向
佛藏,法华灵验传,佛教故事,清,6,低,低,持经灵验传说教向
佛藏,法华经持验记,佛教故事,清,9,低,低,持经验记说教向
佛藏,法华经显应录,佛教故事,宋,11,低,低,持经显应录说教向
佛藏,法界宗五祖略记,佛教故事,清,1,低,低,宗派祖师略记专门向
佛藏,海东高僧传,佛教故事,宋,1,低,低,朝鲜高僧传专门向
佛藏,海东高僧传,佛教故事,宋,1,低,低,朝鲜高僧传专门向
佛藏,游方记抄,佛教故事,隋唐,3,低,低,游方记残抄专门向
佛藏,犍陀国王经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,犍陀国王经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,玄宗朝翻经三藏善无畏赠鸿胪卿行状,佛教故事,隋唐,1,低,低,高僧行状专门文献向
佛藏,玉耶女经,佛教故事,魏晋南北朝,1,低,低,妇德说教经文向
佛藏,玉耶经,佛教故事,魏晋南北朝,1,低,低,妇德说教经文向
佛藏,玉耶经,佛教故事,魏晋南北朝,1,低,低,妇德说教经文向
佛藏,现果随录,佛教故事,清,6,低,低,因果报应录说教向
佛藏,申日儿本经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,白国因由,佛教故事,清,1,低,低,大理佛教缘起冷僻地方向
佛藏,皇明名僧辑略,佛教故事,明,4,低,低,名僧辑略专门向
佛藏,神异典二氏部汇考,佛教故事,清,4,低,低,类书汇考考据向无故事
佛藏,禅林僧宝传,佛教故事,宋,5,低,低,禅僧传专门性强无大众故事
佛藏,禅林僧宝传,佛教故事,宋,7,低,低,禅僧传专门性强无大众故事
佛藏,续武林西湖高僧事略,佛教故事,宋,1,低,低,西湖僧事略续地方向
佛藏,续清凉传,佛教故事,宋,1,低,低,五台山感应续记专门向
佛藏,续清凉传,佛教故事,宋,1,低,低,五台山感应续记专门向
佛藏,缁门崇行录,佛教故事,明,8,低,低,僧德事迹录说教向
佛藏,罗云忍辱经,佛教故事,魏晋南北朝,1,低,低,短经忍辱说教向
佛藏,胜军化世百喻伽他经,佛教故事,宋,3,低,低,偈颂譬喻经宗教向
佛藏,莲修起信录,佛教故事,清,8,低,低,净土起信录说教向
佛藏,蓱沙王五愿经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,补续高僧传,佛教故事,明,23,低,低,高僧传专门性强无大众故事
佛藏,补陀洛迦山传,佛教故事,元,2,低,低,普陀山志地方专门向
佛藏,西舫汇征,佛教故事,清,17,低,低,往生事迹汇集说教向
佛藏,观世音菩萨往生净土本缘经附西晋录,佛教故事,魏晋南北朝,1,低,低,本缘经文宗教向
佛藏,观音慈林集,佛教故事,清,8,低,低,观音感应集说教向
佛藏,观音经持验记,佛教故事,清,6,低,低,持经验记说教向
佛藏,辩意长者子经,佛教故事,魏晋南北朝,2,低,低,短经宗教说教向
佛藏,迦叶赴佛般涅槃经,佛教故事,魏晋南北朝,1,低,低,短经宗教向
佛藏,道宣律师感通录,佛教故事,隋唐,1,低,低,律师感通录宗教灵异向
佛藏,那先比丘经--,佛教故事,魏晋南北朝,1,低,低,那先问答残篇短小专门
佛藏,采花违王上佛授决号妙花经,佛教故事,魏晋南北朝,1,低,低,短经授决宗教向
佛藏,释迦如来成道记,佛教故事,隋唐,1,低,低,成道记宗教向短小
佛藏,释迦如来行迹颂,佛教故事,元,3,低,低,行迹偈颂宗教赞呗向
佛藏,释门自镜录,佛教故事,隋唐,5,低,低,因果自警录说教向
佛藏,金刚经受持感应录,佛教故事,清,4,低,低,持经感应录说教向
佛藏,金刚经感应传,佛教故事,隋唐,2,低,低,持经感应传说教向
佛藏,金刚经感应分类辑要,佛教故事,清,2,低,低,感应辑要说教向
佛藏,金刚经持验记,佛教故事,清,3,低,低,持经验记说教向
佛藏,金刚经新异录,佛教故事,明,2,低,低,持经异闻录说教向
佛藏,金刚经灵验传,佛教故事,隋唐,5,低,低,持经灵验传说教向
佛藏,金刚经鸠异,佛教故事,隋唐,2,低,低,持经异闻说教向
佛藏,金刚般若经集验记,佛教故事,隋唐,2,低,低,持经验记说教向
佛藏,金色王经,佛教故事,魏晋南北朝,1,低,低,布施本生短小宗教向
佛藏,长者懊恼三处经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,阿育王譬喻经,佛教故事,魏晋南北朝,1,低,低,譬喻经文宗教向短小
佛藏,阿那邠邸化七子经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,阿那邠邸化七子经,佛教故事,魏晋南北朝,1,低,低,短经宗教说教向
佛藏,阿阇世王授决经,佛教故事,魏晋南北朝,1,低,低,短经宗教向
佛藏,阿阇世王问五逆经,佛教故事,魏晋南北朝,1,低,低,短经宗教义理向
佛藏,阿鸠留经,佛教故事,魏晋南北朝,1,低,低,短经布施说教向
佛藏,隋天台智者大师别传,佛教故事,隋唐,1,低,低,大师别传专门文献向
佛藏,隋天台智者大师别传终,佛教故事,隋唐,1,低,低,大师别传专门文献向
佛藏,雪堂行拾遗录,佛教故事,宋,1,低,低,禅师拾遗录专门向
佛藏,须摩提长者经,佛教故事,魏晋南北朝,2,低,低,问法经文宗教义理向
佛藏,频毗娑罗王诣佛供养经,佛教故事,魏晋南北朝,1,低,低,短经宗教供养向
佛藏,频毗娑罗王诣佛供养经,佛教故事,魏晋南北朝,1,低,低,短经宗教供养向
佛藏,饿鬼报应经,佛教故事,魏晋南北朝,1,低,低,报应经文说教向
佛藏,马鸣菩萨传,佛教故事,魏晋南北朝,1,低,低,论师传记专门向
佛藏,马鸣菩萨传,佛教故事,魏晋南北朝,1,低,低,论师传记专门向
佛藏,高僧摘要,佛教故事,清,8,低,低,高僧事迹摘要说教向
佛藏,龙王兄弟经,佛教故事,魏晋南北朝,1,低,低,短经宗教向
史藏,善女人传,佛教故事,清,6,低,低,佛门女信徒传，说教味重
史藏,明高僧传,佛教故事,明,3,低,低,明代高僧传，宗教传记说教味
史藏,皇明名僧辑略,佛教故事,明,4,低,低,明代名僧语录辑，宗教说教
子藏,公门果报录,佛教故事,清,2,低,低,因果报应说教，故事性弱
子藏,宣验记,佛教故事,魏晋南北朝,1,低,低,释氏感应残篇，说教篇幅短
子藏,旌异记,佛教故事,魏晋南北朝,1,低,低,释氏感应残篇，说教篇幅短
道藏,弘道录,佛教故事,明,27,低,低,道教辑录大部头，说教味重
