藏,书名,题材,朝代,页数,推荐优先级,知名度,理由
集藏,度阴宝卷,佛教故事,清,5,低,低,宝卷说唱说教味重，无故事性
集藏,杏花宝卷,佛教故事,清,9,低,低,宝卷宣教文，无故事吸引力
集藏,梁皇宝卷,佛教故事,清,12,低,低,宗教宝卷，说教无故事性
集藏,靖江宝卷,佛教故事,清,354,低,低,宗教说唱宝卷说教味重故事性弱
集藏,鱼篮宝卷,佛教故事,清,12,低,低,观音宝卷宗教说唱故事性弱
集藏,黄氏宝卷,佛教故事,清,8,低,低,劝孝宗教宝卷说教味重
诗藏,六十种曲昙花记,戏曲剧本,明,21,低,低,屠隆宗教度脱剧，说教味重少故事
诗藏,楚曲十种临潼斗宝,戏曲剧本,清,2,低,低,清代地方戏单折，小众无知名度
诗藏,温凉盏鼓词,戏曲剧本,清,7,低,低,清代鼓词唱本，偏曲艺小众
诗藏,茯苓仙传奇,戏曲剧本,清,6,低,低,清代神仙度脱传奇，说教味重小众
诗藏,鹦鹉洲,戏曲剧本,清,4,低,低,冷门戏曲剧本，知名度低无大众吸引力
子藏,冥寥子游,文言小说,明,1,低,低,游仙说理小品，篇幅极短
子藏,冥通记,文言小说,魏晋南北朝,1,低,低,道教冥通记录，说教味重
子藏,孀妹殊遇,文言小说,清,1,低,低,单篇艳情小记，篇幅极短
集藏,丽史,文言小说,明,2,低,低,明代冷门文言艳情小说残篇
集藏,刘生觅莲记,文言小说,明,4,低,低,明代冷门文言中篇小说
集藏,寻芳雅集,文言小说,明,4,低,低,明代冷门文言艳情小说
集藏,效颦集,文言小说,明,3,低,低,明代冷门文言传奇小说集
集藏,祁生天缘奇遇,文言小说,清,2,低,低,文言艳情短篇，无名气
集藏,美人书,文言小说,清,17,低,低,文言艳情小说集，知名度低
子藏,蚍蜉传,神话寓言,清,1,低,低,清代寓言残篇，冷僻无知名度
道藏,三洞群仙录,神话寓言,宋,17,低,低,道教仙传汇编，说教味重故事性弱
道藏,体玄真人显异录,神话寓言,宋,1,低,低,道教灵异残篇，专门冷门
道藏,华盖山浮丘主郭三真君事实,神话寓言,宋,4,低,低,地方道教灵迹，冷门说教
道藏,桓真人升仙记,神话寓言,元,1,低,低,道士升仙残篇
道藏,洪恩灵济真君事实,神话寓言,明,1,低,低,道教真君灵迹残篇
道藏,混元圣记,神话寓言,宋,7,低,低,老子神化记，说教冷门
道藏,灵山太平兴国官采访真君事实,神话寓言,宋,5,低,低,地方道观真君灵迹，冷门
道藏,玄天上帝启圣灵异录,神话寓言,元,1,低,低,真武灵异残篇
道藏,玄风庆会录,神话寓言,元,1,低,低,丘处机奏对录，说教残篇
道藏,疑仙传,神话寓言,宋,1,低,低,仙人传残篇，冷门
道藏,翊圣保德传,神话寓言,宋,1,低,低,道教神将灵验残篇
道藏,西山群仙会真记,神话寓言,隋唐,2,低,低,内丹修炼说教，无故事性
道藏,西山许真君八十五化录,神话寓言,宋,7,低,低,许逊化身灵迹录，宗教冷门
道藏,赣州圣济庙灵迹碑,神话寓言,宋,1,低,低,地方庙宇灵迹碑，极冷门
道藏,道迹灵仙记,神话寓言,魏晋南北朝,1,低,低,道教灵仙记残篇
集藏,何仙姑宝卷,神话寓言,清,4,低,低,宝卷说唱宗教味重，无故事性
集藏,民间宝卷花名宝卷,神话寓言,清,3,低,低,民间宝卷宣教，无故事性
道藏,紫金光耀大仙修真演义,章回小说,明,2,低,低,道教修真演义残篇，冷门
集藏,一枕奇,章回小说,清,6,低,低,清代冷门世情小说
集藏,七真因果传,章回小说,清,9,低,低,全真道教因果说教小说
集藏,三春梦,章回小说,清,19,低,低,清代冷门历史小说
集藏,三续金瓶梅,章回小说,清,12,低,低,金瓶梅续书，质量低偏色情
集藏,世无匹,章回小说,清,8,低,低,清代冷门才子佳人小说
集藏,东度记,章回小说,明,26,低,低,达摩东渡神魔说教小说，偏冷
集藏,两交婚小传,章回小说,清,9,低,低,清代冷门才子佳人小说
集藏,乾隆休妻,章回小说,清,3,低,低,清代冷门宫廷小说残篇
集藏,争春园,章回小说,清,5,低,低,清代冷门英雄儿女小说
集藏,云南野乘,章回小说,民国,1,低,低,民国地方野史残篇
集藏,五美缘,章回小说,清,11,低,低,清代冷门才子佳人小说
集藏,京华碧血录,章回小说,清,1,低,低,庚子事变小说残篇
集藏,仇史,章回小说,清,1,低,低,清代冷门小说残篇
集藏,仙侠五花剑,章回小说,清,4,低,低,清代冷门剑侠小说
集藏,仙卜奇缘,章回小说,清,13,低,低,清代冷门神怪小说
集藏,八美图,章回小说,清,21,低,低,清代冷门才子佳人小说
集藏,八贤传,章回小说,清,6,低,低,清代冷门侠义小说
集藏,六月霜,章回小说,清,3,低,低,秋瑾题材小说残篇，偏冷
集藏,兰闺恨,章回小说,清,4,低,低,清代冷门言情小说
集藏,凤凰池,章回小说,清,10,低,低,清代冷门才子佳人小说
集藏,剑侠奇中奇全传,章回小说,清,9,低,低,清代冷门剑侠小说
集藏,剖心记,章回小说,清,1,低,低,清代冷门小说残篇
集藏,医界镜,章回小说,清,7,低,低,晚清医界讽刺小说，偏冷
集藏,十尾龟,章回小说,清,5,低,低,晚清狭邪小说，偏冷
集藏,升仙传,章回小说,清,12,低,低,道教修仙说教小说，偏冷
集藏,南朝金粉录,章回小说,清,8,低,低,清代冷门历史艳情小说
集藏,双和欢,章回小说,清,12,低,低,清代冷门才子佳人小说
集藏,双龙传,章回小说,清,2,低,低,清代冷门小说残篇
集藏,发财秘诀,章回小说,清,4,低,低,晚清讽刺小说，偏冷
集藏,古戍寒笳记,章回小说,清,7,低,低,清代冷门历史小说
集藏,台战演义,章回小说,清,4,低,低,台湾抗日题材小说残篇，偏冷
集藏,合浦珠,章回小说,清,24,低,低,清代冷门才子佳人小说
集藏,合锦回文传,章回小说,清,15,低,低,清代回文才子佳人小说，偏冷
集藏,同治嫖院,章回小说,清,3,低,低,清代冷门狭邪小说残篇
集藏,后三国石珠演义,章回小说,清,12,低,低,三国续衍神怪小说，偏冷
集藏,后宋慈云走国全传,章回小说,清,9,低,低,清代冷门历史小说
集藏,后官场现形记,章回小说,清,2,低,低,官场现形记仿作残篇
集藏,听月楼,章回小说,清,4,低,低,清代冷门才子佳人小说
集藏,吴江雪,章回小说,清,6,低,低,清代冷门才子佳人小说
集藏,唐末藩镇演义,章回小说,民国,1,低,低,唐末历史演义残篇，偏冷
集藏,商界现形记,章回小说,清,4,低,低,晚清商界讽刺小说，偏冷
集藏,善恶图全传,章回小说,清,10,低,低,清代冷门劝善小说
集藏,回天绮谈,章回小说,清,4,低,低,晚清政治小说残篇，偏冷
集藏,大汉三合明珠宝剑全传,章回小说,清,15,低,低,清代冷门侠义小说
集藏,天女散花,章回小说,民国,4,低,低,民国冷门小说
集藏,天豹图,章回小说,清,3,低,低,清代冷门侠义小说
集藏,女开科传,章回小说,清,6,低,低,清代冷门才子佳人小说
集藏,女界鬼域记,章回小说,清,3,低,低,晚清冷门社会小说
集藏,如此京华,章回小说,民国,14,低,低,民国社会小说，偏冷
集藏,妆钿铲传,章回小说,清,4,低,低,清代冷门小说
集藏,妖狐艳史,章回小说,清,3,低,低,清代冷门狐妖艳情小说
集藏,婆罗岸全传,章回小说,清,7,低,低,清代冷门神怪小说
集藏,媚史,章回小说,清,7,低,低,清代冷门艳情小说
集藏,孝感天,章回小说,清,3,低,低,清代冷门孝义小说
集藏,孤山再梦,章回小说,清,12,低,低,清代冷门才子佳人小说
集藏,守宫砂,章回小说,清,21,低,低,清代冷门侠义小说
集藏,定情人,章回小说,清,8,低,低,清代冷门才子佳人小说
集藏,宛如约,章回小说,清,6,低,低,清代冷门才子佳人小说
集藏,富翁醒世录,章回小说,清,8,低,低,清代冷门劝世小说
集藏,山水情,章回小说,清,10,低,低,清代冷门才子佳人小说
集藏,巧冤家,章回小说,清,9,低,低,清代冷门世情小说
集藏,巧联珠,章回小说,清,10,低,低,清代冷门才子佳人小说
集藏,市声,章回小说,清,4,低,低,晚清社会小说，偏冷
集藏,幻中游,章回小说,清,6,低,低,清代冷门才子佳人小说
集藏,引凤萧,章回小说,清,12,低,低,清代冷门才子佳人小说
集藏,归莲梦,章回小说,清,7,低,低,清代冷门神怪小说
集藏,快士传,章回小说,清,13,低,低,清代冷门英雄小说
集藏,快心编传奇三集,章回小说,清,9,低,低,清代冷门世情小说续集
集藏,快心编传奇二集,章回小说,清,7,低,低,清代冷门世情小说续集
集藏,快心编传奇初集,章回小说,清,6,低,低,清代冷门世情小说
集藏,情梦柝,章回小说,清,4,低,低,清代冷门才子佳人小说
集藏,情楼迷史霞笺记,章回小说,明,4,低,低,明代冷门言情小说
集藏,戏蛾记,章回小说,清,2,低,低,清代冷门小说残篇
集藏,扫魅敦伦东度记,章回小说,明,40,低,低,达摩东渡神魔说教小说，偏冷
集藏,斯文变相,章回小说,清,3,低,低,晚清讽刺小说残篇，偏冷
集藏,新世鸿勋,章回小说,清,9,低,低,明清易代历史小说，偏冷
集藏,新水浒,章回小说,清,6,低,低,旧小说翻新之作，质量平平知名度低
集藏,新纪元,章回小说,清,4,低,低,晚清政治幻想短篇，少人问津
集藏,新茶花,章回小说,清,5,低,低,晚清狭邪小说，影响小知名度低
集藏,新西游记,章回小说,清,3,低,低,西游翻新短篇，无甚特色
集藏,无耻奴,章回小说,清,8,低,低,晚清谴责小说，少有人知
集藏,明月台,章回小说,清,3,低,低,清代才子佳人短篇，无名气
集藏,春秋配,章回小说,清,3,低,低,才子佳人短篇，知名度低
集藏,最近官场秘密史,章回小说,清,9,低,低,晚清官场谴责小说，影响有限
集藏,杀子报,章回小说,清,5,低,低,劝善公案，说教味浓
集藏,枕上晨钟,章回小说,清,4,低,低,劝世短篇小说，无名气
集藏,林黛玉笔记,章回小说,民国,4,低,低,红楼仿写之作，小众
集藏,柳非烟,章回小说,民国,2,低,低,民国通俗短篇，几无人知
集藏,案中冤案,章回小说,清,5,低,低,公案短篇，影响小
集藏,梅兰佳话,章回小说,清,13,低,低,才子佳人小说，无名气
集藏,梦中缘,章回小说,清,4,低,低,才子佳人短篇，小众
集藏,梼杌萃编,章回小说,清,11,低,低,清末谴责小说，少人知
集藏,残水浒,章回小说,民国,3,低,低,水浒续作残篇，小众
集藏,水石缘,章回小说,清,8,低,低,才子佳人小说，无名气
集藏,浓情快史,章回小说,清,11,低,低,艳情小说，文学价值低
集藏,海上花魅影,章回小说,民国,7,低,低,狭邪续仿之作，小众
集藏,海上魂,章回小说,清,10,低,低,晚清时事小说，影响小
集藏,海国春秋,章回小说,清,23,低,低,清代讽喻小说，少人知
集藏,海外扶余,章回小说,清,11,低,低,郑成功题材小说，影响小
集藏,海游记,章回小说,清,10,低,低,神魔小说，无名气
集藏,清代圣人陆稼书演义,章回小说,清,6,低,低,清官劝善演义，说教味浓
集藏,热血痕,章回小说,清,9,低,低,晚清侠义小说，影响小
集藏,熙朝快史,章回小说,清,5,低,低,晚清政治小说，少人知
集藏,玉佛缘,章回小说,清,1,低,低,残篇佛缘小说，几无内容
集藏,玉楼春,章回小说,清,5,低,低,才子佳人小说，无名气
集藏,玉燕姻缘全传,章回小说,清,31,低,低,才子佳人长篇，知名度低
集藏,玉蟾记,章回小说,清,17,低,低,神魔小说，少人知
集藏,瓜分惨祸预言记,章回小说,清,3,低,低,晚清政治预言小说，小众
集藏,生花梦,章回小说,清,5,低,低,才子佳人短篇，无名气
集藏,画图缘,章回小说,清,7,低,低,才子佳人小说，小众
集藏,痴人福,章回小说,清,5,低,低,才子佳人短篇，无名气
集藏,痴人说梦记,章回小说,清,4,低,低,晚清社会小说，影响小
集藏,白圭志,章回小说,清,11,低,低,才子佳人小说，知名度低
集藏,百花野史,章回小说,清,2,低,低,野史短篇，无名气
集藏,皇黎一统志,章回小说,清,2,低,低,越南汉文历史小说，极小众
集藏,瞎骗奇闻,章回小说,清,2,低,低,晚清讽世短篇，无名气
集藏,立宪万岁,章回小说,清,5,低,低,晚清政治讽刺小说，小众
集藏,笏山记,章回小说,清,5,低,低,清代才子佳人小说，无名气
集藏,笔梨园,章回小说,清,4,低,低,才子佳人短篇，无名气
集藏,红风传,章回小说,清,4,低,低,清代侠义短篇，无名气
集藏,终须梦,章回小说,清,11,低,低,才子佳人小说，知名度低
集藏,绣云阁,章回小说,清,40,低,低,道教劝善神魔小说，说教重
集藏,绣像红灯记,章回小说,清,5,低,低,清代通俗短篇，无名气
集藏,绣球缘,章回小说,清,7,低,低,才子佳人小说，知名度低
集藏,续红楼梦未竟稿二十回,章回小说,清,14,低,低,红楼续书残稿，小众
集藏,罂粟花,章回小说,清,7,低,低,晚清社会小说，影响小
集藏,聚仙亭,章回小说,清,4,低,低,神魔短篇，无名气
集藏,苗宫夜合花,章回小说,清,3,低,低,苗疆题材短篇，无名气
集藏,英云梦三生姻缘,章回小说,清,9,低,低,才子佳人小说，小众
集藏,英雄泪,章回小说,清,7,低,低,晚清侠义小说，影响小
集藏,萨真人得道咒枣记,章回小说,明,2,低,低,道教神魔短篇，说教味浓
集藏,蕉叶帕,章回小说,清,3,低,低,才子佳人短篇，无名气
集藏,蜃楼外史,章回小说,清,8,低,低,狭邪小说，知名度低
集藏,蜗触蛮三国争地记,章回小说,清,2,低,低,寓言讽刺短篇，小众
集藏,蜜蜂计,章回小说,清,3,低,低,清代通俗短篇，无名气
集藏,蝴蝶缘,章回小说,清,12,低,低,才子佳人小说，知名度低
集藏,蟫史,章回小说,清,23,低,低,文言寓言小说，艰涩小众
集藏,警富新书,章回小说,清,13,低,低,广东公案小说，小众
集藏,赛红丝,章回小说,清,15,低,低,才子佳人小说，知名度低
集藏,走马春秋,章回小说,清,7,低,低,神魔历史小说，无名气
集藏,跻云楼,章回小说,清,8,低,低,才子佳人小说，知名度低
集藏,载阳堂意外缘,章回小说,清,4,低,低,才子佳人短篇，无名气
集藏,近世社会龌龊史,章回小说,清,6,低,低,晚清谴责小说，影响小
集藏,返生香,章回小说,清,3,低,低,才子佳人短篇，无名气
集藏,醒名花,章回小说,清,8,低,低,才子佳人小说，知名度低
集藏,醒风流,章回小说,清,11,低,低,才子佳人小说，知名度低
集藏,金石缘,章回小说,清,4,低,低,才子佳人小说，无名气
集藏,金莲仙史,章回小说,清,16,低,低,道教神仙小说，说教味浓
集藏,金谷怀春,章回小说,清,12,低,低,才子佳人艳情小说，小众
集藏,金钟传正明集,章回小说,清,16,低,低,劝善宗教小说，说教重
集藏,铁树记,章回小说,明,5,低,低,许逊得道神魔小说，说教味浓
集藏,铁花仙史,章回小说,清,4,低,低,才子佳人小说，知名度低
集藏,银瓶梅,章回小说,清,8,低,低,世情小说，知名度低
集藏,锲唐代吕纯阳得道飞剑记,章回小说,明,4,低,低,吕洞宾神魔小说，说教味浓
集藏,阴阳显报水鬼升城隍全传鬼神传,章回小说,清,3,低,低,因果报应神鬼小说，说教重
集藏,雅观楼,章回小说,清,3,低,低,清代世情短篇，无名气
集藏,青城山隐者记,章回小说,清,1,低,低,残篇隐者小说，几无内容
集藏,青龙传,章回小说,清,2,低,低,侠义短篇，无名气
集藏,风月鉴,章回小说,清,5,低,低,狭邪艳情小说残少质量参差
集藏,驻春园小史,章回小说,清,5,低,低,才子佳人小说平庸无名
集藏,鬼神传,章回小说,清,3,低,低,劝善因果小说篇幅短说教重
集藏,麟儿报,章回小说,清,10,低,低,才子佳人因果小说平庸
集藏,麹头陀传,章回小说,清,8,低,低,写酒僧的因果小说冷僻无名
集藏,黄金世界,章回小说,清,7,低,低,晚清乌托邦小说概念化少故事
史藏,丁晋公谈录,笔记小说,宋,1,低,低,宋代官场谈录琐碎小众
史藏,东南纪闻,笔记小说,宋,1,低,低,宋代地方纪闻残篇小众
史藏,东原录,笔记小说,宋,4,低,低,宋代杂记琐碎小众
史藏,东谷所见,笔记小说,宋,2,低,低,宋代杂记琐碎小众
史藏,两湖麈谈录,笔记小说,清,1,低,低,清代地方谈录残篇小众
史藏,乐郊私语,笔记小说,元,1,低,低,元末小地方见闻残篇，故事性弱
史藏,乙酉笔记,笔记小说,清,3,低,低,明清易代杂记，专门琐碎少看点
史藏,书鲍忠壮公轶事,笔记小说,清,1,低,低,单人轶事残篇，无大众吸引力
史藏,二老堂杂志,笔记小说,宋,3,低,低,宋人考据杂记，偏专门
史藏,云杜故事,笔记小说,清,1,低,低,地方旧事残篇，几无故事性
史藏,云蕉馆纪谈,笔记小说,明,1,低,低,明代琐谈残篇，知名度极低
史藏,五代史阙文,笔记小说,宋,1,低,低,补史阙文残篇，专门性强
史藏,余冬序录,笔记小说,明,6,低,低,明人杂学笔记，偏说理考据
史藏,停骖录摘抄,笔记小说,明,2,低,低,明代官场琐记摘抄，小众
史藏,凤凰台记事,笔记小说,明,1,低,低,地方记事残篇，无看点
史藏,凤城琐录,笔记小说,明,2,低,低,琐碎见闻，知名度低
史藏,前闻记,笔记小说,明,4,低,低,明代见闻杂记，平庸小众
史藏,北梦录,笔记小说,清,5,低,低,清人见闻杂录，知名度低
史藏,北轩笔记,笔记小说,明,1,低,低,明人笔记残篇，无故事
史藏,医闾漫记,笔记小说,明,1,低,低,明人杂记残篇，小众
史藏,卓异记,笔记小说,隋唐,2,低,低,记唐代奇事，篇幅小知名度低
史藏,南北朝杂记,笔记小说,宋,2,低,低,辑南北朝杂事，偏史料
史藏,南游记旧,笔记小说,清,1,低,低,游历旧闻残篇，无看点
史藏,南窗纪谈,笔记小说,宋,1,低,低,宋人杂谈残篇，小众
史藏,南翁梦录,笔记小说,元,2,低,低,越南汉籍逸事，过于专门
史藏,双溪杂记,笔记小说,明,1,低,低,明人杂记残篇，无故事性
史藏,古穰杂录摘抄,笔记小说,明,2,低,低,明代官场琐录摘抄，小众
史藏,后渠杂识,笔记小说,明,1,低,低,明人杂识残篇，无看点
史藏,吕氏杂记,笔记小说,宋,2,低,低,宋人杂记，平庸小众
史藏,咫尺偶闻,笔记小说,清,6,低,低,清人见闻杂记，平庸
史藏,啁啾漫记,笔记小说,清,1,低,低,清人漫记残篇，无看点
史藏,园笔乘,笔记小说,明,2,低,低,明人笔记残篇，小众
史藏,国老谈苑,笔记小说,宋,1,低,低,记宋初名臣言行残篇，小众
史藏,塞外杂识,笔记小说,清,1,低,低,塞外见闻残篇，无故事
史藏,天禄阁外史,笔记小说,明,6,低,低,托名汉人之伪书，可读性低
史藏,守溪笔记,笔记小说,明,3,低,低,王鏊记明代琐事，偏掌故
史藏,定命录,笔记小说,隋唐,1,低,低,唐代命定故事残篇，宿命说教
史藏,宦游偶记,笔记小说,清,2,低,低,清人为官杂记，平庸
史藏,居易录,笔记小说,清,2,低,低,王士禛见闻杂录，偏考据
史藏,居易续谈,笔记小说,清,1,低,低,见闻续谈残篇，平庸
史藏,山居新话,笔记小说,元,2,低,低,元人山居杂记，小众
史藏,山左笔谈,笔记小说,清,1,低,低,山东见闻残篇，无看点
史藏,广卓异记,笔记小说,宋,16,低,低,辑历代奇异事迹，故事性一般
史藏,庄岳委谈,笔记小说,明,3,低,低,胡应麟杂考小说戏曲，偏学问
史藏,庐陵官下记,笔记小说,宋,1,低,低,地方为官杂记残篇，小众
史藏,庚申君遗事,笔记小说,民国,1,低,低,元顺帝身世传说残篇，小众
史藏,弢园笔乘,笔记小说,清,1,低,低,王韬笔记残篇，知名度低
史藏,归庐谭往录,笔记小说,清,1,低,低,清人追忆往事残篇，平庸
史藏,彭文宪公笔记,笔记小说,明,1,低,低,明臣彭时笔记残篇，小众
史藏,徐襄阳西园杂记,笔记小说,明,3,低,低,明人杂记，平庸小众
史藏,戴东原先生轶事,笔记小说,清,1,低,低,记戴震轶事残篇，小众
史藏,所闻录,笔记小说,五代,1,低,低,五代见闻残篇，无看点
史藏,扈从东巡日录,笔记小说,清,3,低,低,随帝东巡日录，专门琐碎
史藏,扈从西巡日录,笔记小说,清,2,低,低,随帝西巡日录，专门琐碎
史藏,损斋备忘录,笔记小说,明,4,低,低,明人备忘杂记，小众
史藏,斯未信斋杂录,笔记小说,清,9,低,低,徐宗干宦台杂录，专门小众
史藏,日闻录,笔记小说,元,1,低,低,元人见闻残篇，无看点
史藏,明道杂志,笔记小说,宋,2,低,低,张耒杂记残篇，小众
史藏,昨梦录,笔记小说,宋,1,低,低,宋人追忆汴京残篇，平庸
史藏,月河所闻集,笔记小说,宋,2,低,低,宋人见闻集，平庸小众
史藏,朝野佥言,笔记小说,宋,1,低,低,记靖康事残篇，小众
史藏,朝野遗记,笔记小说,宋,1,低,低,记南宋朝野遗事残篇，小众
史藏,松亭行纪,笔记小说,清,3,低,低,出塞行纪，专门游记
史藏,梁溪漫志,笔记小说,宋,4,低,低,费衮考据杂记，偏学问
史藏,檐醉杂记,笔记小说,清,3,低,低,清人杂记，平庸小众
史藏,步里客谈,笔记小说,宋,2,低,低,宋人谈艺杂记，偏诗论
史藏,江南闻见录,笔记小说,明,1,低,低,江南见闻残篇，无看点
史藏,治世余闻,笔记小说,明,3,低,低,陈洪谟记明孝宗朝事，掌故平庸
史藏,清代之竹头木屑,笔记小说,清,3,低,低,清代琐屑见闻辑，平庸
史藏,清稗琐缀,笔记小说,清,1,低,低,清代琐事缀辑残篇，平庸
史藏,渠丘耳梦录,笔记小说,清,3,低,低,清人见闻杂录，小众
史藏,濯缨亭笔记,笔记小说,明,4,低,低,明人笔记，平庸小众
史藏,玉堂荟记,笔记小说,明,7,低,低,记明末翰林见闻，专门掌故
史藏,王文恪公笔记,笔记小说,明,3,低,低,王鏊笔记残篇，掌故平庸
史藏,王文正公笔录,笔记小说,宋,1,低,低,记王旦言行残篇，小众
史藏,王文正公遗事,笔记小说,宋,2,低,低,记王旦遗事残篇，小众
史藏,珍席放谈,笔记小说,宋,1,低,低,宋人谈艺杂记残篇，小众
史藏,甲申杂记,笔记小说,宋,1,低,低,王巩记北宋杂事残篇，平庸
史藏,畜德录,笔记小说,明,1,低,低,记善行劝德残篇，说教味
史藏,病逸漫记,笔记小说,明,2,低,低,陆釴病中漫记，平庸小众
史藏,百可漫志,笔记小说,明,1,低,低,明人漫记残篇，无看点
史藏,瞑庵二识,笔记小说,清,2,低,低,清人见闻杂识，平庸
史藏,瞑庵杂识,笔记小说,清,2,低,低,清人杂识残篇，小众
史藏,碧里杂存,笔记小说,明,2,低,低,明人杂记残篇，小众
史藏,翰苑遗事,笔记小说,宋,1,低,低,记翰林院旧事残篇，专门
史藏,舟车闻见录,笔记小说,清,1,低,低,旅途见闻残篇，无看点
史藏,苹野纂闻,笔记小说,明,1,低,低,明人见闻残篇，小众
史藏,葆光录,笔记小说,五代,2,低,低,记五代灵异因果，说教味
史藏,蓬轩类记,笔记小说,明,4,低,低,黄暐记明代杂事，平庸
史藏,蕉窗雨话,笔记小说,清,1,低,低,清人杂话残篇，平庸
史藏,蕉轩续录,笔记小说,清,4,低,低,清代掌故续录，平庸
史藏,蜀都杂抄,笔记小说,明,1,低,低,记成都风物残篇，无看点
